passo,acao,concat
0,3,"[0.07619,0.28250,0.25221,0.05802,0.06133]"
1500,3,"[0.50059,0.50473,0.49612,0.19784,0.19308]"
3000,3,"[0.52261,0.56143,0.55038,0.28251,0.26367]"
4500,3,"[0.58678,0.63401,0.63698,0.30815,0.28970]"
6000,3,"[0.59987,0.64332,0.63900,0.31878,0.30967]"
7500,3,"[0.59185,0.68643,0.68716,0.33041,0.31440]"
9000,3,"[0.62911,0.74035,0.74982,0.33143,0.32652]"
10500,3,"[0.64557,0.81665,0.81770,0.33210,0.33185]"
12000,3,"[0.68222,0.85624,0.84398,0.34677,0.34181]"
13500,3,"[0.74411,0.86806,0.86285,0.35521,0.35590]"
15000,3,"[0.76042,0.88513,0.87734,0.35976,0.36141]"
16500,3,"[0.77387,0.88967,0.87785,0.36870,0.38630]"
18000,3,"[0.78885,0.88867,0.88206,0.41053,0.40138]"
19500,3,"[0.80887,0.89525,0.88172,0.41340,0.43801]"
21000,3,"[0.82887,0.90675,0.88290,0.44831,0.47789]"
22500,3,"[0.82232,0.91788,0.91088,0.47158,0.51908]"
24000,3,"[0.83795,0.92493,0.92603,0.50649,0.55069]"
25500,3,"[0.83693,0.93820,0.94052,0.53954,0.56718]"
27000,3,"[0.84534,0.94663,0.93984,0.55438,0.60518]"
28500,3,"[0.87007,0.95135,0.94827,0.58979,0.64758]"
30000,3,"[0.87797,0.95980,0.95770,0.62251,0.67780]"
31500,3,"[0.89861,0.97230,0.96646,0.64241,0.70555]"
33000,3,"[0.90852,0.97601,0.97658,0.69183,0.73953]"
34500,3,"[0.91591,0.99003,0.98888,0.70312,0.75280]"
36000,3,"[0.93471,0.99662,0.99596,0.73484,0.77447]"
37500,3,"[0.95653,0.99797,0.99831,0.76773,0.81005]"
39000,3,"[0.96576,0.99949,0.99865,0.79826,0.82703]"
40500,3,"[0.96576,0.99932,0.99882,0.82710,0.82955]"
42000,3,"[0.98019,0.99865,0.99798,0.83453,0.84751]"
43500,3,"[0.98036,0.99882,0.99983,0.85764,0.85725]"
45000,3,"[0.99614,0.99899,0.99882,0.87653,0.86498]"
46500,3,"[0.99496,0.99916,0.99966,0.90132,0.88629]"
48000,3,"[0.99681,0.99730,0.99983,0.90740,0.89452]"
49500,3,"[0.99547,1.00000,0.99865,0.91398,0.91234]"
51000,3,"[0.99043,0.99713,0.99832,0.91280,0.89841]"
52500,3,"[0.99513,0.99983,0.99865,0.94012,0.91131]"
54000,3,"[0.99916,0.99983,0.99966,0.93742,0.91988]"
55500,3,"[0.99344,0.99882,0.99983,0.94029,0.92239]"
57000,3,"[0.99866,0.99865,0.99916,0.94839,0.92325]"
58500,3,"[0.99899,1.00000,0.99966,0.94383,0.92628]"
60000,3,"[0.99832,0.99983,1.00000,0.94856,0.93097]"
61500,3,"[0.99681,0.99899,0.99966,0.95007,0.93919]"
63000,3,"[0.99916,0.99966,0.99933,0.95581,0.93719]"
64500,3,"[0.99865,1.00000,0.99916,0.95952,0.94422]"
66000,3,"[0.99815,0.99966,1.00000,0.96846,0.94656]"
67500,3,"[0.99798,1.00000,0.99966,0.95834,0.95094]"
69000,3,"[0.99849,0.99983,1.00000,0.96508,0.95146]"
70500,3,"[0.99983,0.99949,0.99983,0.96880,0.95548]"
72000,3,"[0.99916,0.99966,1.00000,0.96458,0.95901]"
73500,3,"[0.99950,0.99966,0.99966,0.96863,0.96118]"
75000,3,"[0.99966,0.99949,1.00000,0.97166,0.95768]"
76500,3,"[0.99715,1.00000,0.99983,0.96913,0.96305]"
78000,3,"[0.99697,1.00000,1.00000,0.96677,0.94291]"
79500,3,"[0.99899,1.00000,0.99983,0.96998,0.95717]"
81000,3,"[0.99983,1.00000,1.00000,0.97925,0.97515]"
82500,3,"[0.99849,1.00000,0.99983,0.97571,0.95396]"
84000,3,"[0.99883,0.99983,1.00000,0.97352,0.96893]"
85500,3,"[0.99882,1.00000,0.99983,0.98178,0.97715]"
87000,3,"[0.99899,1.00000,0.99949,0.97605,0.97011]"
88500,3,"[0.99849,0.99983,0.99983,0.97824,0.97228]"
90000,3,"[0.99849,1.00000,1.00000,0.98043,0.97228]"
91500,3,"[0.99663,0.99966,1.00000,0.98364,0.97698]"
93000,3,"[0.99377,1.00000,0.99983,0.98499,0.98319]"
94500,3,"[0.99983,0.99966,1.00000,0.98364,0.97665]"
96000,3,"[0.99983,1.00000,1.00000,0.97706,0.96692]"
97500,3,"[0.99983,1.00000,0.99983,0.98786,0.97311]"
99000,3,"[0.99950,0.99966,0.99933,0.98296,0.97647]"
100500,3,"[1.00000,1.00000,0.99983,0.98549,0.98203]"
