passo,acao,concat
0,2,"[0.06599,0.24899,0.23461,0.07374,0.07774]"
1500,2,"[0.50327,0.58824,0.60394,0.18283,0.16911]"
3000,2,"[0.58287,0.58164,0.63471,0.23485,0.23322]"
4500,2,"[0.62720,0.63540,0.64632,0.30000,0.29631]"
6000,2,"[0.62922,0.65669,0.68113,0.31465,0.33064]"
7500,2,"[0.64685,0.71552,0.70434,0.32323,0.34023]"
9000,2,"[0.70630,0.80274,0.77497,0.35354,0.31196]"
10500,2,"[0.87456,0.87120,0.86377,0.34343,0.33165]"
12000,2,"[0.98741,0.99138,0.97780,0.34040,0.33670]"
13500,2,"[0.99798,1.00000,0.99596,0.33232,0.35336]"
15000,2,"[0.99547,0.99544,0.98789,0.33636,0.32963]"
16500,2,"[1.00000,1.00000,0.99849,0.34293,0.33367]"
18000,2,"[1.00000,0.99949,0.99899,0.33889,0.33569]"
19500,2,"[1.00000,1.00000,1.00000,0.33384,0.34175]"
21000,2,"[1.00000,1.00000,1.00000,0.34798,0.33014]"
22500,2,"[1.00000,1.00000,1.00000,0.36414,0.34881]"
24000,2,"[1.00000,1.00000,1.00000,0.35707,0.33973]"
25500,2,"[1.00000,1.00000,1.00000,0.32576,0.33821]"
27000,2,"[1.00000,1.00000,1.00000,0.34545,0.32357]"
28500,2,"[1.00000,1.00000,1.00000,0.35455,0.33165]"
30000,2,"[1.00000,1.00000,0.99849,0.34192,0.33973]"
31500,2,"[0.99950,0.93306,0.96115,0.33687,0.32004]"
33000,2,"[1.00000,1.00000,1.00000,0.36465,0.34578]"
34500,2,"[1.00000,1.00000,1.00000,0.33737,0.33367]"
36000,2,"[1.00000,1.00000,1.00000,0.35606,0.35941]"
37500,2,"[1.00000,1.00000,1.00000,0.35808,0.34276]"
39000,2,"[1.00000,1.00000,1.00000,0.35909,0.36951]"
40500,2,"[1.00000,1.00000,1.00000,0.36162,0.38970]"
42000,2,"[1.00000,1.00000,1.00000,0.35960,0.42807]"
43500,2,"[1.00000,1.00000,1.00000,0.40505,0.45987]"
45000,2,"[1.00000,1.00000,1.00000,0.43434,0.53862]"
46500,2,"[1.00000,1.00000,1.00000,0.47475,0.60020]"
48000,2,"[1.00000,1.00000,1.00000,0.53636,0.64260]"
49500,2,"[1.00000,1.00000,1.00000,0.60758,0.68652]"
51000,2,"[1.00000,1.00000,1.00000,0.68232,0.72691]"
52500,2,"[1.00000,1.00000,1.00000,0.73788,0.77587]"
54000,2,"[1.00000,0.99949,1.00000,0.76919,0.80666]"
55500,2,"[1.00000,1.00000,1.00000,0.77677,0.82786]"
57000,2,"[1.00000,1.00000,1.00000,0.78485,0.83695]"
58500,2,"[1.00000,1.00000,1.00000,0.81566,0.84048]"
60000,2,"[0.99899,1.00000,1.00000,0.81111,0.83089]"
61500,2,"[1.00000,1.00000,0.99950,0.83131,0.85260]"
63000,2,"[1.00000,1.00000,0.99950,0.84545,0.87633]"
64500,2,"[1.00000,1.00000,1.00000,0.85101,0.87935]"
66000,2,"[1.00000,1.00000,1.00000,0.83535,0.87885]"
67500,2,"[0.99798,1.00000,1.00000,0.84091,0.87027]"
69000,2,"[0.99899,0.99949,1.00000,0.84899,0.88945]"
70500,2,"[0.99950,1.00000,1.00000,0.84899,0.88137]"
72000,2,"[0.99950,1.00000,1.00000,0.88939,0.89197]"
73500,2,"[1.00000,1.00000,1.00000,0.87121,0.90308]"
75000,2,"[1.00000,1.00000,1.00000,0.87576,0.91065]"
76500,2,"[1.00000,1.00000,1.00000,0.87626,0.90611]"
78000,2,"[1.00000,1.00000,1.00000,0.87778,0.90712]"
79500,2,"[1.00000,1.00000,0.99950,0.89545,0.90510]"
81000,2,"[1.00000,1.00000,1.00000,0.88485,0.90914]"
82500,2,"[1.00000,1.00000,1.00000,0.89293,0.92378]"
84000,2,"[1.00000,1.00000,1.00000,0.89242,0.91923]"
85500,2,"[1.00000,1.00000,1.00000,0.90101,0.91721]"
87000,2,"[1.00000,1.00000,1.00000,0.91010,0.92832]"
88500,2,"[1.00000,1.00000,1.00000,0.89697,0.91822]"
90000,2,"[1.00000,0.99949,1.00000,0.90303,0.92832]"
91500,2,"[1.00000,1.00000,0.99950,0.90707,0.92277]"
93000,2,"[1.00000,1.00000,1.00000,0.90909,0.92428]"
94500,2,"[1.00000,1.00000,1.00000,0.90051,0.92075]"
96000,2,"[1.00000,1.00000,1.00000,0.89141,0.92882]"
97500,2,"[1.00000,1.00000,1.00000,0.91667,0.93741]"
99000,2,"[1.00000,1.00000,1.00000,0.91667,0.94397]"
100500,2,"[1.00000,1.00000,1.00000,0.91010,0.92882]"
