passo,acao,concat
0,2,"[0.07922,0.17477,0.16972,0.08469,0.08426]"
1500,2,"[0.51363,0.60520,0.59519,0.16408,0.16520]"
3000,2,"[0.60454,0.61916,0.61908,0.16797,0.16790]"
4500,0,"[0.56248,0.59393,0.61555,0.25598,0.23887]"
6000,1,"[0.68328,0.64267,0.64884,0.25123,0.22977]"
7500,3,"[0.67553,0.62149,0.64196,0.29631,0.29803]"
9000,3,"[0.67117,0.63510,0.64952,0.32315,0.30611]"
10500,2,"[0.78245,0.73354,0.73700,0.30609,0.29988]"
12000,0,"[0.76105,0.70280,0.70737,0.33985,0.32904]"
13500,4,"[0.88225,0.84522,0.84213,0.34418,0.34035]"
15000,1,"[0.98201,0.96025,0.97277,0.33156,0.31104]"
16500,1,"[0.99950,0.99714,0.99832,0.33174,0.32553]"
18000,1,"[0.99613,0.99933,0.99866,0.33458,0.32704]"
19500,1,"[0.99714,0.99983,0.99966,0.33086,0.32655]"
21000,1,"[0.99663,0.99731,0.99866,0.34404,0.32940]"
22500,1,"[1.00000,0.99865,0.99983,0.32968,0.33042]"
24000,4,"[0.99916,0.99983,1.00000,0.34401,0.34205]"
25500,3,"[0.99983,1.00000,0.99983,0.33678,0.33479]"
27000,1,"[1.00000,0.99983,1.00000,0.34213,0.34119]"
28500,0,"[0.99697,0.98524,0.98990,0.33643,0.33800]"
30000,0,"[0.99680,0.99916,0.99899,0.34300,0.34153]"
31500,1,"[1.00000,1.00000,1.00000,0.34908,0.34238]"
33000,4,"[1.00000,1.00000,0.99983,0.33809,0.34016]"
34500,3,"[0.99983,0.99983,1.00000,0.33557,0.35468]"
36000,4,"[1.00000,1.00000,1.00000,0.34350,0.35096]"
37500,4,"[1.00000,1.00000,0.99983,0.33492,0.35888]"
39000,2,"[0.99798,0.99832,1.00000,0.32243,0.35518]"
40500,0,"[0.99848,1.00000,0.99899,0.34062,0.40860]"
42000,0,"[0.99832,0.99983,0.99950,0.35648,0.48849]"
43500,1,"[0.99949,1.00000,0.99983,0.35210,0.45950]"
45000,0,"[0.99966,0.99983,1.00000,0.38790,0.52672]"
46500,2,"[1.00000,1.00000,1.00000,0.39344,0.50920]"
48000,2,"[0.99983,0.99983,0.99983,0.37879,0.51207]"
49500,4,"[1.00000,1.00000,1.00000,0.42903,0.55486]"
51000,0,"[0.99899,0.99966,1.00000,0.49040,0.65416]"
52500,0,"[0.99950,0.99950,0.99882,0.53445,0.72682]"
54000,2,"[0.99983,1.00000,1.00000,0.52920,0.70678]"
55500,4,"[1.00000,1.00000,0.99983,0.57539,0.76324]"
57000,3,"[0.99966,0.99966,0.99983,0.64921,0.79106]"
58500,2,"[0.99966,1.00000,0.99966,0.60540,0.76864]"
60000,3,"[0.99983,1.00000,0.99966,0.69137,0.83373]"
61500,3,"[0.99916,0.99950,0.99210,0.71496,0.85145]"
63000,4,"[0.99983,0.99983,0.99966,0.74038,0.86714]"
64500,1,"[1.00000,1.00000,1.00000,0.72906,0.85229]"
66000,2,"[0.99983,1.00000,1.00000,0.71388,0.84236]"
67500,4,"[1.00000,1.00000,1.00000,0.75330,0.87407]"
69000,0,"[1.00000,1.00000,1.00000,0.78805,0.88974]"
70500,1,"[1.00000,1.00000,0.99966,0.77607,0.88233]"
72000,3,"[1.00000,1.00000,0.99966,0.80863,0.89430]"
73500,1,"[1.00000,1.00000,1.00000,0.78941,0.88553]"
75000,0,"[1.00000,1.00000,0.99983,0.82664,0.91218]"
76500,4,"[1.00000,1.00000,1.00000,0.82495,0.91031]"
78000,4,"[1.00000,1.00000,1.00000,0.82716,0.91233]"
79500,2,"[1.00000,1.00000,1.00000,0.81872,0.90070]"
81000,1,"[1.00000,1.00000,1.00000,0.80792,0.87745]"
82500,2,"[1.00000,1.00000,0.99966,0.77322,0.86547]"
84000,3,"[0.99966,1.00000,1.00000,0.84501,0.92212]"
85500,3,"[1.00000,1.00000,1.00000,0.85818,0.92954]"
87000,2,"[1.00000,1.00000,1.00000,0.84185,0.91032]"
88500,2,"[1.00000,1.00000,1.00000,0.81501,0.89700]"
90000,2,"[1.00000,1.00000,1.00000,0.81653,0.89598]"
91500,3,"[1.00000,1.00000,1.00000,0.85630,0.92819]"
93000,0,"[0.99983,1.00000,0.99983,0.87994,0.94353]"
94500,0,"[1.00000,1.00000,0.99966,0.88348,0.94218]"
96000,2,"[1.00000,1.00000,1.00000,0.86864,0.93931]"
97500,1,"[0.99983,0.99983,1.00000,0.83557,0.91335]"
99000,3,"[1.00000,1.00000,1.00000,0.87150,0.94672]"
100500,2,"[1.00000,1.00000,1.00000,0.86105,0.92161]"
