passo,acao,concat
0,1,"[0.03391,0.05399,0.06502,0.13823,0.11901]"
1500,1,"[0.52733,0.59990,0.62601,0.17924,0.17902]"
3000,1,"[0.52682,0.62159,0.60030,0.23190,0.24912]"
4500,1,"[0.50101,0.62967,0.60534,0.30582,0.31114]"
6000,1,"[0.51872,0.65237,0.62147,0.32051,0.32426]"
7500,1,"[0.51468,0.70484,0.66784,0.33570,0.32980]"
9000,1,"[0.52783,0.76539,0.74647,0.33266,0.32829]"
10500,1,"[0.51468,0.87386,0.84173,0.33418,0.33787]"
12000,1,"[0.54099,0.94854,0.91532,0.33215,0.33333]"
13500,1,"[0.56832,0.96569,0.92742,0.31949,0.34897]"
15000,1,"[0.75304,0.99647,0.98085,0.32101,0.31669]"
16500,1,"[0.94534,0.99899,0.97984,0.34025,0.31770]"
18000,1,"[0.98887,0.99899,0.98942,0.34127,0.33938]"
19500,1,"[0.99848,1.00000,0.98740,0.33772,0.34291]"
21000,1,"[0.99899,0.99849,0.99849,0.33165,0.33686]"
22500,1,"[0.99899,1.00000,1.00000,0.33367,0.33787]"
24000,1,"[1.00000,0.99950,1.00000,0.33215,0.34594]"
25500,1,"[0.99747,0.99950,0.98589,0.34380,0.35149]"
27000,1,"[1.00000,1.00000,1.00000,0.33772,0.34493]"
28500,1,"[1.00000,1.00000,0.99950,0.31241,0.32829]"
30000,1,"[0.99595,0.99950,0.99597,0.33114,0.35956]"
31500,1,"[1.00000,1.00000,1.00000,0.32658,0.37519]"
33000,1,"[0.99899,1.00000,1.00000,0.31544,0.41150]"
34500,1,"[0.99949,0.99950,0.99950,0.34380,0.44377]"
36000,1,"[1.00000,1.00000,1.00000,0.34025,0.51942]"
37500,1,"[1.00000,1.00000,0.99798,0.36405,0.57943]"
39000,1,"[0.99949,1.00000,1.00000,0.41873,0.61019]"
40500,1,"[0.99949,0.99950,1.00000,0.45165,0.67322]"
42000,1,"[1.00000,0.99950,0.99950,0.49165,0.70045]"
43500,1,"[0.99848,0.99950,1.00000,0.54025,0.76097]"
45000,1,"[1.00000,0.99950,1.00000,0.59443,0.79728]"
46500,1,"[1.00000,1.00000,1.00000,0.58430,0.82350]"
48000,1,"[1.00000,1.00000,1.00000,0.63139,0.83611]"
49500,1,"[0.99949,1.00000,0.99950,0.65772,0.85830]"
51000,1,"[0.99949,1.00000,0.99899,0.65873,0.85527]"
52500,1,"[1.00000,1.00000,0.99950,0.67595,0.84871]"
54000,1,"[1.00000,1.00000,0.99950,0.68962,0.87393]"
55500,1,"[1.00000,1.00000,1.00000,0.71646,0.88099]"
57000,1,"[1.00000,1.00000,0.99899,0.71190,0.89259]"
58500,1,"[1.00000,1.00000,1.00000,0.73519,0.90166]"
60000,1,"[1.00000,1.00000,1.00000,0.74835,0.89713]"
61500,1,"[1.00000,1.00000,1.00000,0.75392,0.89612]"
63000,1,"[1.00000,1.00000,1.00000,0.77114,0.90973]"
64500,1,"[1.00000,0.99950,1.00000,0.78633,0.91478]"
66000,1,"[0.99949,1.00000,1.00000,0.79291,0.90973]"
67500,1,"[1.00000,0.99950,1.00000,0.79392,0.92486]"
69000,1,"[0.99949,1.00000,1.00000,0.79595,0.91982]"
70500,1,"[0.99949,1.00000,0.99950,0.81165,0.91931]"
72000,1,"[1.00000,1.00000,1.00000,0.80861,0.92184]"
73500,1,"[1.00000,0.99950,1.00000,0.82329,0.92587]"
75000,1,"[0.99949,1.00000,0.99899,0.82481,0.92537]"
76500,1,"[0.99949,1.00000,1.00000,0.82076,0.93696]"
78000,1,"[1.00000,1.00000,1.00000,0.84354,0.93747]"
79500,1,"[0.99949,1.00000,1.00000,0.82481,0.93495]"
81000,1,"[1.00000,1.00000,1.00000,0.84506,0.93545]"
82500,1,"[1.00000,1.00000,1.00000,0.83696,0.94049]"
84000,1,"[1.00000,0.99950,0.99798,0.82481,0.94201]"
85500,1,"[1.00000,1.00000,1.00000,0.85772,0.93444]"
87000,1,"[1.00000,0.99950,1.00000,0.84354,0.94352]"
88500,1,"[1.00000,1.00000,1.00000,0.84810,0.94655]"
90000,1,"[1.00000,1.00000,1.00000,0.85722,0.94755]"
91500,1,"[1.00000,1.00000,1.00000,0.86127,0.95310]"
93000,1,"[1.00000,1.00000,1.00000,0.86684,0.94352]"
94500,1,"[0.99949,0.99950,1.00000,0.87038,0.94302]"
96000,1,"[0.99949,1.00000,1.00000,0.86430,0.94957]"
97500,1,"[0.99949,0.99950,1.00000,0.87696,0.95108]"
99000,1,"[0.99949,1.00000,1.00000,0.88101,0.95361]"
100500,1,"[1.00000,1.00000,1.00000,0.87797,0.95058]"
