passo,acao,concat
0,0,"[0.00856,0.20071,0.12487,0.10830,0.12431]"
1500,0,"[0.50050,0.51090,0.49494,0.30617,0.31656]"
3000,0,"[0.51057,0.47947,0.51719,0.42864,0.44590]"
4500,4,"[0.57754,0.70248,0.76795,0.40030,0.36437]"
6000,4,"[0.65055,0.89914,0.90142,0.36488,0.32864]"
7500,0,"[0.60926,0.83832,0.80991,0.56275,0.58782]"
9000,3,"[0.75780,0.92195,0.90799,0.53593,0.58732]"
10500,3,"[0.77996,0.92803,0.92669,0.59818,0.62758]"
12000,1,"[0.80765,0.97669,0.97068,0.66447,0.77403]"
13500,3,"[0.96375,0.99848,0.99039,0.69585,0.79668]"
15000,1,"[0.95720,0.99797,0.99393,0.80668,0.86764]"
16500,2,"[0.99295,0.99899,0.99798,0.85982,0.87569]"
18000,3,"[0.98590,0.99848,0.99697,0.86589,0.88072]"
19500,2,"[0.99496,0.98885,0.99494,0.91043,0.90689]"
21000,2,"[0.98993,0.99848,0.99949,0.93623,0.92904]"
22500,1,"[0.99597,0.99899,0.99848,0.93067,0.94212]"
24000,1,"[0.99799,0.99899,0.99949,0.97014,0.94665]"
25500,1,"[0.97885,0.99544,0.99899,0.96559,0.94414]"
27000,1,"[0.95267,1.00000,0.99747,0.97621,0.97786]"
28500,3,"[0.99345,0.99747,0.99697,0.96862,0.95219]"
30000,0,"[0.95015,0.99949,0.99949,0.97672,0.97333]"
31500,3,"[0.99849,0.99949,1.00000,0.98279,0.97584]"
33000,3,"[0.99698,0.99797,0.99697,0.98381,0.97182]"
34500,1,"[0.99799,0.99949,0.99848,0.98381,0.97987]"
36000,4,"[0.99648,1.00000,1.00000,0.96457,0.95420]"
37500,2,"[0.98691,1.00000,1.00000,0.98077,0.98037]"
39000,4,"[1.00000,0.99899,0.99949,0.96660,0.95873]"
40500,3,"[0.99950,1.00000,1.00000,0.98634,0.97484]"
42000,0,"[0.99597,1.00000,0.99798,0.99393,0.98792]"
43500,2,"[0.99597,0.99949,1.00000,0.99291,0.99094]"
45000,0,"[0.98792,1.00000,0.99899,0.99646,0.99446]"
46500,4,"[1.00000,0.99848,0.99848,0.98330,0.95974]"
48000,0,"[0.99748,0.99949,0.99899,0.98937,0.99195]"
49500,2,"[0.99950,0.99949,0.99789,0.99291,0.98239]"
51000,1,"[0.99950,1.00000,1.00000,0.99747,0.99094]"
52500,1,"[0.99295,1.00000,1.00000,0.99190,0.99497]"
54000,0,"[0.99849,1.00000,0.99949,0.99848,0.98691]"
55500,0,"[0.99849,0.99949,0.99899,0.99848,0.99698]"
57000,0,"[0.99849,1.00000,1.00000,0.99949,0.99748]"
58500,4,"[0.99950,1.00000,1.00000,0.98330,0.98842]"
60000,3,"[0.99849,0.99949,0.99899,0.98229,0.99044]"
61500,0,"[0.99295,1.00000,1.00000,0.99848,0.99547]"
63000,4,"[0.99899,1.00000,1.00000,0.98128,0.97685]"
64500,4,"[1.00000,1.00000,1.00000,0.98988,0.97484]"
66000,0,"[0.99748,1.00000,0.99899,0.99646,0.99245]"
67500,2,"[0.99698,0.99949,0.99848,0.99494,0.98037]"
69000,1,"[0.99799,1.00000,1.00000,0.99494,0.99044]"
70500,1,"[0.99849,1.00000,1.00000,0.99443,0.99547]"
72000,0,"[0.99950,0.99949,1.00000,0.99949,0.99950]"
73500,2,"[0.99547,0.99949,1.00000,0.99089,0.99446]"
75000,3,"[1.00000,1.00000,1.00000,0.99747,0.99547]"
76500,1,"[0.99799,0.99949,1.00000,0.98887,0.99497]"
78000,3,"[1.00000,1.00000,1.00000,0.99696,0.99396]"
79500,1,"[1.00000,1.00000,1.00000,0.99848,0.99748]"
81000,4,"[1.00000,1.00000,0.99949,0.98887,0.98792]"
82500,1,"[0.99496,0.99899,1.00000,0.99291,0.99497]"
84000,1,"[1.00000,1.00000,0.99949,0.99899,0.99799]"
85500,2,"[1.00000,1.00000,1.00000,1.00000,0.98993]"
87000,4,"[1.00000,1.00000,1.00000,0.99899,0.99849]"
88500,4,"[1.00000,1.00000,1.00000,0.99241,0.98792]"
90000,4,"[1.00000,1.00000,1.00000,0.96154,0.96125]"
91500,0,"[1.00000,1.00000,1.00000,1.00000,0.99899]"
93000,4,"[0.99597,1.00000,0.99799,0.97672,0.98943]"
94500,4,"[0.99897,1.00000,0.99898,0.99342,0.97937]"
96000,1,"[0.99799,1.00000,1.00000,0.99747,0.99698]"
97500,1,"[0.99797,0.99949,1.00000,0.99899,0.99295]"
99000,4,"[0.99899,1.00000,1.00000,0.98482,0.98541]"
100500,4,"[1.00000,1.00000,1.00000,0.99089,0.96578]"
