passo,acao,concat
0,0,"[0.08812,0.12620,0.04196,0.12247,0.10921]"
1500,0,"[0.49295,0.50887,0.50152,0.30516,0.30196]"
3000,0,"[0.51813,0.48353,0.50910,0.33603,0.34474]"
4500,0,"[0.50856,0.50380,0.49697,0.34514,0.38047]"
6000,0,"[0.50403,0.51242,0.50253,0.40638,0.45546]"
7500,0,"[0.51309,0.50025,0.50961,0.50506,0.59336]"
9000,0,"[0.50453,0.50025,0.52679,0.55972,0.65727]"
10500,0,"[0.51410,0.51090,0.51466,0.60526,0.73427]"
12000,0,"[0.49799,0.52053,0.54499,0.67156,0.79768]"
13500,0,"[0.49899,0.53168,0.55966,0.73330,0.82084]"
15000,0,"[0.49748,0.53624,0.55410,0.77935,0.84852]"
16500,0,"[0.49849,0.53725,0.56977,0.84464,0.88777]"
18000,0,"[0.50151,0.57679,0.58291,0.86184,0.90488]"
19500,0,"[0.48741,0.59706,0.60061,0.89626,0.93709]"
21000,0,"[0.49043,0.64470,0.63043,0.93269,0.95370]"
22500,0,"[0.49496,0.64774,0.65976,0.95547,0.96829]"
24000,0,"[0.51460,0.69589,0.69767,0.95850,0.96427]"
25500,0,"[0.50151,0.73543,0.71031,0.96255,0.96930]"
27000,0,"[0.51007,0.80993,0.75733,0.97115,0.97232]"
28500,0,"[0.50101,0.86011,0.81496,0.97166,0.96880]"
30000,0,"[0.50352,0.91232,0.90546,0.97824,0.96829]"
31500,0,"[0.50554,0.91941,0.89535,0.97470,0.98490]"
33000,0,"[0.48741,0.94577,0.95450,0.98684,0.98390]"
34500,0,"[0.52367,0.95590,0.94540,0.98178,0.98490]"
36000,0,"[0.50201,0.92296,0.92315,0.98684,0.99044]"
37500,0,"[0.51108,0.96148,0.95197,0.98381,0.99094]"
39000,0,"[0.51511,0.96706,0.97776,0.98482,0.97534]"
40500,0,"[0.53424,0.97973,0.97978,0.99089,0.99245]"
42000,0,"[0.50604,0.97111,0.98332,0.99190,0.99044]"
43500,0,"[0.53223,0.97770,0.97725,0.99494,0.98792]"
45000,0,"[0.53676,0.98429,0.98028,0.99291,0.99245]"
46500,0,"[0.51611,0.98479,0.98433,0.99494,0.99396]"
48000,0,"[0.53021,0.97770,0.98584,0.99393,0.98390]"
49500,0,"[0.51913,0.98834,0.98989,0.99140,0.99698]"
51000,0,"[0.51561,0.98074,0.98534,0.99393,0.99044]"
52500,0,"[0.51762,0.99037,0.99191,0.99342,0.99044]"
54000,0,"[0.52064,0.98581,0.99141,0.99848,0.99648]"
55500,0,"[0.51410,0.99088,0.99039,0.99545,0.99597]"
57000,0,"[0.53172,0.97669,0.98281,0.99342,0.99245]"
58500,0,"[0.51108,0.99290,0.99393,0.99798,0.99899]"
60000,0,"[0.54481,0.99189,0.99191,0.99190,0.99597]"
61500,0,"[0.53827,0.98986,0.98180,0.98836,0.98842]"
63000,0,"[0.54783,0.99392,0.99545,0.99646,0.99899]"
64500,0,"[0.55388,0.98936,0.99242,0.98178,0.99094]"
66000,0,"[0.54532,0.99290,0.99798,0.99646,0.99547]"
67500,0,"[0.56495,0.99544,0.99798,0.99798,0.99497]"
69000,0,"[0.55287,0.99240,0.99494,0.99545,0.99748]"
70500,0,"[0.53776,0.99240,0.99646,0.99646,0.98490]"
72000,0,"[0.57100,0.98834,0.98028,0.99798,0.99799]"
73500,0,"[0.55589,0.99544,0.98686,0.99798,0.99648]"
75000,0,"[0.58409,0.99392,0.99494,0.99696,0.99547]"
76500,0,"[0.58157,0.99493,0.99798,0.99747,0.99950]"
78000,0,"[0.61078,0.99442,0.99191,0.99798,0.99899]"
79500,0,"[0.61027,0.99341,0.99646,0.99595,0.99698]"
81000,0,"[0.65257,0.99797,0.99444,0.99545,0.99446]"
82500,0,"[0.64955,0.99493,0.99292,0.99747,0.99748]"
84000,0,"[0.65005,0.99848,0.99343,0.99848,0.99799]"
85500,0,"[0.67976,0.99544,0.99697,0.99545,0.99446]"
87000,0,"[0.70443,0.99645,0.99242,0.99646,0.99698]"
88500,0,"[0.73212,0.99899,0.99545,0.99545,0.99446]"
90000,0,"[0.73414,0.98834,0.97523,0.99241,0.99899]"
91500,0,"[0.76989,0.99392,0.99494,0.99494,0.99446]"
93000,0,"[0.78651,0.99645,0.99444,0.99696,0.99547]"
94500,0,"[0.79758,0.99544,0.99596,0.99494,0.99950]"
96000,0,"[0.79204,0.99949,0.99545,0.99646,0.99748]"
97500,0,"[0.83837,0.99848,0.99798,0.99899,0.99950]"
99000,0,"[0.83233,0.99544,0.99747,0.99545,1.00000]"
100500,0,"[0.84542,0.99747,0.99747,0.99545,0.99295]"
