id,passo,curriculo,accuracy_treinamento,accuracy_teste,acuracy_questao_0,acuracy_questao_1,acuracy_questao_2,acuracy_questao_3,acuracy_questao_4,porcentagem,tipoescolha,acao,rewardexecution,rewardtotal
356,87000,ExecucaoManual_Acao_4_exec_0,0.94,0.9663636363636363,1,1,1,0.9074355083459787,0.9241274658573596,"1,1,1,1,1",manual,2,0,0
355,85500,ExecucaoManual_Acao_4_exec_0,0.96,0.9622222222222222,1,1,0.9994949494949495,0.8882144663631766,0.9231158320687911,"1,1,1,1,1",manual,2,0,0
354,84000,ExecucaoManual_Acao_4_exec_0,0.96,0.9581818181818181,0.9994946942900454,0.9994967287367891,0.9994949494949495,0.8775923115832068,0.9145169448659585,"1,1,1,1,1",manual,2,0,0
353,82500,ExecucaoManual_Acao_4_exec_0,0.93,0.9531313131313132,0.9994946942900454,0.9994967287367891,1,0.8710166919575114,0.8952959028831563,"1,1,1,1,1",manual,2,0,0
352,81000,ExecucaoManual_Acao_4_exec_0,0.95,0.9547474747474748,1,1,1,0.8659585230146687,0.9074355083459787,"1,1,1,1,1",manual,2,0,0
351,79500,ExecucaoManual_Acao_4_exec_0,0.95,0.9522222222222222,1,1,1,0.8730399595346484,0.8877086494688923,"1,1,1,1,1",manual,2,0,0
350,78000,ExecucaoManual_Acao_4_exec_0,0.96999997,0.9594949494949495,1,1,1,0.8801213960546282,0.9170460293373799,"1,1,1,1,1",manual,2,0,0
349,76500,ExecucaoManual_Acao_4_exec_0,0.94,0.9525252525252526,1,1,1,0.8614061709661103,0.9008598887202832,"1,1,1,1,1",manual,2,0,0
348,75000,ExecucaoManual_Acao_4_exec_0,0.94,0.9577777777777777,1,1,1,0.8866970156803238,0.9018715225088518,"1,1,1,1,1",manual,2,0,0
347,73500,ExecucaoManual_Acao_4_exec_0,0.89,0.95,1,1,1,0.8548305513404147,0.894790085988872,"1,1,1,1,1",manual,2,0,0
346,72000,ExecucaoManual_Acao_4_exec_0,0.95,0.9513131313131313,1,1,1,0.8639352554375316,0.8922610015174507,"1,1,1,1,1",manual,2,0,0
345,70500,ExecucaoManual_Acao_4_exec_0,0.91999996,0.9492929292929293,0.9994946942900454,0.9994967287367891,1,0.866464339908953,0.8806272129489124,"1,1,1,1,1",manual,2,0,0
344,69000,ExecucaoManual_Acao_4_exec_0,0.91999996,0.9511111111111111,1,1,1,0.8639352554375316,0.8912493677288822,"1,1,1,1,1",manual,2,0,0
343,67500,ExecucaoManual_Acao_4_exec_0,0.93,0.9484848484848485,1,1,1,0.8578654527061204,0.8841679312089024,"1,1,1,1,1",manual,2,0,0
342,66000,ExecucaoManual_Acao_4_exec_0,0.93,0.9414141414141414,0.9994946942900454,1,1,0.8406676783004552,0.866464339908953,"1,1,1,1,1",manual,2,0,0
341,64500,ExecucaoManual_Acao_4_exec_0,0.9,0.9423232323232323,1,1,1,0.8442083965604451,0.8669701568032372,"1,1,1,1,1",manual,2,0,0
340,63000,ExecucaoManual_Acao_4_exec_0,0.90999997,0.9375757575757576,1,1,1,0.832574607991907,0.8548305513404147,"1,1,1,1,1",manual,2,0,0
339,61500,ExecucaoManual_Acao_4_exec_0,0.89,0.9343434343434344,1,1,1,0.8305513404147699,0.8406676783004552,"1,1,1,1,1",manual,2,0,0
338,60000,ExecucaoManual_Acao_4_exec_0,0.91999996,0.9261616161616162,0.9994946942900454,1,1,0.806272129489125,0.8244815376833586,"1,1,1,1,1",manual,2,0,0
337,58500,ExecucaoManual_Acao_4_exec_0,0.91999996,0.9210101010101011,1,1,1,0.7895801719777441,0.8148710166919575,"1,1,1,1,1",manual,2,0,0
336,57000,ExecucaoManual_Acao_4_exec_0,0.9,0.9133333333333333,0.9994946942900454,0.9994967287367891,1,0.7936267071320182,0.7733940313606474,"1,1,1,1,1",manual,2,0,0
335,55500,ExecucaoManual_Acao_4_exec_0,0.85999995,0.9057575757575758,1,1,1,0.7663125948406677,0.7617602427921093,"1,1,1,1,1",manual,2,0,0
334,54000,ExecucaoManual_Acao_4_exec_0,0.84,0.8874747474747475,0.9979787771601819,1,1,0.7182599898836621,0.7202832574607992,"1,1,1,1,1",manual,2,0,0
333,52500,ExecucaoManual_Acao_4_exec_0,0.83,0.8812121212121212,1,1,1,0.6985331310065757,0.7066262013151239,"1,1,1,1,1",manual,2,0,0
332,51000,ExecucaoManual_Acao_4_exec_0,0.84999996,0.8618181818181818,1,1,1,0.6307536671724836,0.6772888214466363,"1,1,1,1,1",manual,2,0,0
331,49500,ExecucaoManual_Acao_4_exec_0,0.87,0.847979797979798,0.9994946942900454,1,0.9994949494949495,0.5953464845725848,0.6444107233181589,"1,1,1,1,1",manual,2,0,0
330,48000,ExecucaoManual_Acao_4_exec_0,0.82,0.8284848484848485,1,1,1,0.5548811330298432,0.5862417804754679,"1,1,1,1,1",manual,2,0,0
329,46500,ExecucaoManual_Acao_4_exec_0,0.82,0.7968686868686868,1,1,1,0.45068285280728376,0.5321193727870511,"1,1,1,1,1",manual,2,0,0
328,45000,ExecucaoManual_Acao_4_exec_0,0.79999995,0.7697979797979798,1,1,1,0.3697521497218007,0.47749114820435,"1,1,1,1,1",manual,2,0,0
327,43500,ExecucaoManual_Acao_4_exec_0,0.78,0.7575757575757576,1,1,1,0.3480020232675771,0.438037430450177,"1,1,1,1,1",manual,2,0,0
326,42000,ExecucaoManual_Acao_4_exec_0,0.78,0.7476767676767677,1,1,1,0.33839150227617604,0.39807789580171976,"1,1,1,1,1",manual,2,0,0
325,40500,ExecucaoManual_Acao_4_exec_0,0.78,0.7462626262626263,0.9994946942900454,1,1,0.3434496712190187,0.38644410723318157,"1,1,1,1,1",manual,2,0,0
324,39000,ExecucaoManual_Acao_4_exec_0,0.74,0.7454545454545455,1,1,1,0.3490136570561457,0.37632776934749623,"1,1,1,1,1",manual,2,0,0
323,37500,ExecucaoManual_Acao_4_exec_0,0.81,0.7405050505050506,1,1,1,0.3520485584218513,0.3485078401618614,"1,1,1,1,1",manual,2,0,0
322,36000,ExecucaoManual_Acao_4_exec_0,0.81,0.7406060606060606,1,1,0.9984848484848485,0.3480020232675771,0.35457764289327265,"1,1,1,1,1",manual,2,0,0
321,34500,ExecucaoManual_Acao_4_exec_0,0.77,0.737979797979798,1,1,1,0.3404147698533131,0.34749620637329287,"1,1,1,1,1",manual,2,0,0
320,33000,ExecucaoManual_Acao_4_exec_0,0.75,0.7352525252525253,1,1,1,0.3363682346990389,0.33788568538189173,"1,1,1,1,1",manual,2,0,0
319,31500,ExecucaoManual_Acao_4_exec_0,0.72999996,0.7336363636363636,1,1,1,0.3287809812847749,0.3373798684876075,"1,1,1,1,1",manual,2,0,0
318,30000,ExecucaoManual_Acao_4_exec_0,0.7,0.7351515151515151,1,1,1,0.33839150227617604,0.3353566009104704,"1,1,1,1,1",manual,2,0,0
317,28500,ExecucaoManual_Acao_4_exec_0,0.78,0.73989898989899,1,1,1,0.35255437531613554,0.3449671219018715,"1,1,1,1,1",manual,2,0,0
316,27000,ExecucaoManual_Acao_4_exec_0,0.72999996,0.7352525252525253,1,1,1,0.3388973191704603,0.3353566009104704,"1,1,1,1,1",manual,2,0,0
315,25500,ExecucaoManual_Acao_4_exec_0,0.74,0.7377777777777778,1,1,1,0.34446130500758726,0.3424380374304502,"1,1,1,1,1",manual,2,0,0
314,24000,ExecucaoManual_Acao_4_exec_0,0.77,0.7326262626262626,1,1,1,0.32119372787051087,0.33990895295902884,"1,1,1,1,1",manual,2,0,0
313,22500,ExecucaoManual_Acao_4_exec_0,0.74,0.7350505050505051,1,0.9994967287367891,1,0.33788568538189173,0.3358624178047547,"1,1,1,1,1",manual,2,0,0
312,21000,ExecucaoManual_Acao_4_exec_0,0.74,0.7388888888888889,1,1,1,0.3404147698533131,0.3520485584218513,"1,1,1,1,1",manual,2,0,0
311,19500,ExecucaoManual_Acao_4_exec_0,0.76,0.7402020202020202,1,1,1,0.3485078401618614,0.3505311077389985,"1,1,1,1,1",manual,2,0,0
310,18000,ExecucaoManual_Acao_4_exec_0,0.78,0.7385858585858586,0.9924204143506822,0.9964771011575239,0.9984848484848485,0.3550834597875569,0.3485078401618614,"1,1,1,1,1",manual,2,0,0
309,16500,ExecucaoManual_Acao_4_exec_0,0.74,0.7315151515151516,0.9974734714502274,0.9949672873678913,0.9994949494949495,0.33282751643904906,0.330804248861912,"1,1,1,1,1",manual,2,0,0
308,15000,ExecucaoManual_Acao_4_exec_0,0.66999996,0.7226262626262626,0.9065184436584134,0.9989934574735783,1,0.3495194739504299,0.35609509357612545,"1,1,1,1,1",manual,2,0,0
307,13500,ExecucaoManual_Acao_4_exec_0,0.77,0.7385858585858586,1,0.9989934574735783,1,0.34597875569044007,0.34597875569044007,"1,1,1,1,1",manual,2,0,0
306,12000,ExecucaoManual_Acao_4_exec_0,0.75,0.7316161616161616,0.9974734714502274,0.9929542023150478,0.998989898989899,0.3353566009104704,0.33131006575619626,"1,1,1,1,1",manual,2,0,0
305,10500,ExecucaoManual_Acao_4_exec_0,0.75,0.7272727272727273,0.9924204143506822,0.9939607448414696,0.9934343434343434,0.32979261507334345,0.32473444613050073,"1,1,1,1,1",manual,2,0,0
304,9000,ExecucaoManual_Acao_4_exec_0,0.74,0.7238383838383838,0.9681657402728651,0.9743331655762456,0.9954545454545455,0.3323216995447648,0.3469903894790086,"1,1,1,1,1",manual,2,0,0
303,7500,ExecucaoManual_Acao_4_exec_0,0.63,0.6171717171717171,0.7483577564426478,0.7946653246099648,0.8631313131313131,0.3586241780475468,0.31967627718765806,"1,1,1,1,1",manual,2,0,0
302,6000,ExecucaoManual_Acao_4_exec_0,0.52,0.5364646464646464,0.6675088428499242,0.6456970306995471,0.7222222222222222,0.3186646433990895,0.3272635306019221,"1,1,1,1,1",manual,2,0,0
301,4500,ExecucaoManual_Acao_4_exec_0,0.47,0.5002020202020202,0.6018191005558363,0.619023653749371,0.6474747474747474,0.3156297420333839,0.3161355589276682,"1,1,1,1,1",manual,2,0,0
300,3000,ExecucaoManual_Acao_4_exec_0,0.45999998,0.4488888888888889,0.5528044466902476,0.5832913940613991,0.5909090909090909,0.2468386444107233,0.2696004046535154,"1,1,1,1,1",manual,2,0,0
299,1500,ExecucaoManual_Acao_4_exec_0,0.39,0.416969696969697,0.5336028297119757,0.5978862606945143,0.5924242424242424,0.18361153262518967,0.17602427921092564,"1,1,1,1,1",manual,2,0,0
298,0,ExecucaoManual_Acao_4_exec_0,0.06,0.11282828282828283,0.1192521475492673,0.14997483643683945,0.15151515151515152,0.0687910976226606,0.07435508345978756,"1,1,1,1,1",manual,2,0,0
