passo,acao,concat
0,3,"[0.07726,0.18681,0.17867,0.08244,0.08084]"
1500,3,"[0.58172,0.59130,0.61248,0.17266,0.17050]"
3000,3,"[0.63795,0.60958,0.62463,0.19497,0.19206]"
4500,3,"[0.67682,0.61748,0.63710,0.21400,0.21492]"
6000,3,"[0.69231,0.64200,0.63965,0.22865,0.22774]"
7500,3,"[0.67024,0.66784,0.70978,0.25872,0.25521]"
9000,3,"[0.74145,0.75977,0.77501,0.28132,0.27456]"
10500,3,"[0.84095,0.89838,0.90500,0.29714,0.29492]"
12000,3,"[0.96600,0.98169,0.99139,0.33592,0.31661]"
13500,3,"[0.99764,0.99647,0.99781,0.33238,0.33193]"
15000,3,"[0.99428,0.99597,0.99848,0.34402,0.33917]"
16500,3,"[0.98098,0.99798,0.99831,0.34167,0.32874]"
18000,3,"[0.99933,0.99966,0.99916,0.34621,0.33985]"
19500,3,"[1.00000,1.00000,0.99966,0.33256,0.34120]"
21000,3,"[1.00000,1.00000,0.99983,0.33998,0.34153]"
22500,3,"[0.99950,0.99916,0.99966,0.34467,0.34035]"
24000,3,"[0.99966,0.99950,0.99983,0.34419,0.33460]"
25500,3,"[1.00000,0.99815,0.99645,0.34702,0.32975]"
27000,3,"[0.99125,0.99866,0.99529,0.34350,0.33276]"
28500,3,"[0.99882,1.00000,1.00000,0.34216,0.33681]"
30000,3,"[0.99613,0.99664,0.99933,0.33963,0.32570]"
31500,3,"[1.00000,1.00000,1.00000,0.34384,0.32857]"
33000,3,"[1.00000,1.00000,1.00000,0.34267,0.32822]"
34500,3,"[1.00000,1.00000,1.00000,0.34351,0.34270]"
36000,3,"[1.00000,1.00000,1.00000,0.34350,0.34826]"
37500,3,"[1.00000,0.99966,1.00000,0.33422,0.34271]"
39000,3,"[1.00000,1.00000,1.00000,0.34351,0.34894]"
40500,3,"[1.00000,1.00000,1.00000,0.34047,0.34642]"
42000,3,"[1.00000,1.00000,1.00000,0.35297,0.34740]"
43500,3,"[1.00000,1.00000,1.00000,0.33321,0.36795]"
45000,3,"[1.00000,1.00000,1.00000,0.35399,0.36053]"
46500,3,"[1.00000,1.00000,1.00000,0.37307,0.37013]"
48000,3,"[0.99983,1.00000,1.00000,0.39165,0.37214]"
49500,3,"[1.00000,1.00000,1.00000,0.41649,0.38258]"
51000,3,"[0.99983,1.00000,1.00000,0.41161,0.40832]"
52500,3,"[1.00000,1.00000,1.00000,0.45316,0.42786]"
54000,3,"[1.00000,1.00000,1.00000,0.45706,0.44754]"
55500,3,"[1.00000,1.00000,1.00000,0.46602,0.48003]"
57000,3,"[1.00000,1.00000,1.00000,0.49671,0.49888]"
58500,3,"[0.99983,0.99983,1.00000,0.52420,0.51386]"
60000,3,"[1.00000,1.00000,1.00000,0.57208,0.54213]"
61500,3,"[1.00000,1.00000,1.00000,0.61489,0.57730]"
63000,3,"[1.00000,1.00000,1.00000,0.66913,0.62396]"
64500,3,"[1.00000,1.00000,1.00000,0.69067,0.65711]"
66000,3,"[1.00000,0.99983,1.00000,0.72134,0.68775]"
67500,3,"[0.99983,1.00000,1.00000,0.73867,0.70461]"
69000,3,"[0.99983,1.00000,1.00000,0.77645,0.72866]"
70500,3,"[1.00000,0.99983,1.00000,0.79937,0.75578]"
72000,3,"[1.00000,0.99983,1.00000,0.80629,0.78576]"
73500,3,"[1.00000,1.00000,1.00000,0.82010,0.80141]"
75000,3,"[1.00000,1.00000,1.00000,0.83207,0.81637]"
76500,3,"[1.00000,1.00000,1.00000,0.84268,0.84163]"
78000,3,"[1.00000,1.00000,1.00000,0.84874,0.85290]"
79500,3,"[0.99966,1.00000,1.00000,0.83409,0.84315]"
81000,3,"[1.00000,1.00000,1.00000,0.85314,0.85930]"
82500,3,"[0.99983,1.00000,1.00000,0.85803,0.85189]"
84000,3,"[1.00000,1.00000,1.00000,0.85818,0.85760]"
85500,3,"[1.00000,1.00000,1.00000,0.85836,0.86839]"
87000,3,"[1.00000,0.99983,0.99949,0.85886,0.85762]"
88500,3,"[1.00000,1.00000,1.00000,0.85716,0.87781]"
90000,3,"[1.00000,1.00000,1.00000,0.87487,0.87715]"
91500,3,"[1.00000,1.00000,1.00000,0.87723,0.88371]"
93000,3,"[1.00000,1.00000,1.00000,0.88162,0.88959]"
94500,3,"[1.00000,1.00000,1.00000,0.88280,0.89043]"
96000,3,"[1.00000,1.00000,1.00000,0.88313,0.89044]"
97500,3,"[1.00000,1.00000,0.99983,0.89242,0.89633]"
99000,3,"[0.99933,1.00000,1.00000,0.88248,0.89110]"
100500,3,"[1.00000,1.00000,0.99949,0.88954,0.89297]"
