passo,acao,concat
0,0,"[0.10524,0.02737,0.01921,0.12095,0.11525]"
1500,0,"[0.43807,0.53269,0.59151,0.17966,0.18923]"
3000,0,"[0.51208,0.58743,0.58291,0.22318,0.23050]"
4500,0,"[0.49094,0.60010,0.58392,0.31225,0.30347]"
6000,0,"[0.49597,0.58794,0.59707,0.32085,0.33920]"
7500,0,"[0.49698,0.56766,0.63852,0.34312,0.33065]"
9000,0,"[0.48389,0.58996,0.61325,0.30972,0.33065]"
10500,0,"[0.49295,0.59605,0.61527,0.34464,0.33468]"
12000,0,"[0.48741,0.61885,0.65976,0.32540,0.32662]"
13500,0,"[0.51712,0.67461,0.70020,0.33553,0.32914]"
15000,0,"[0.50151,0.71617,0.74874,0.35172,0.32763]"
16500,0,"[0.48691,0.72985,0.78969,0.33401,0.33870]"
18000,0,"[0.50554,0.77952,0.83822,0.33300,0.33619]"
19500,0,"[0.50554,0.85048,0.92619,0.32287,0.34373]"
21000,0,"[0.49597,0.91688,0.95551,0.31528,0.32511]"
22500,0,"[0.50000,0.88647,0.99242,0.33300,0.31102]"
24000,0,"[0.50101,0.98479,0.99494,0.33856,0.33015]"
25500,0,"[0.49043,0.89255,0.96815,0.34261,0.32662]"
27000,0,"[0.51662,0.98429,0.99899,0.34312,0.33367]"
28500,0,"[0.50000,0.99797,1.00000,0.34059,0.34071]"
30000,0,"[0.52618,0.98733,0.99899,0.32642,0.35531]"
31500,0,"[0.57754,0.99899,1.00000,0.34970,0.37393]"
33000,0,"[0.65559,0.99747,0.99949,0.32085,0.40413]"
34500,0,"[0.69486,0.99544,0.99798,0.33704,0.43382]"
36000,0,"[0.87865,0.99747,1.00000,0.35931,0.46855]"
37500,0,"[0.96576,0.99493,0.90799,0.37399,0.50780]"
39000,0,"[0.98288,0.99899,0.99949,0.38310,0.58178]"
40500,0,"[0.99345,0.99645,0.99899,0.43573,0.62859]"
42000,0,"[0.98943,0.99797,0.99899,0.47672,0.64570]"
43500,0,"[0.99698,0.99848,0.99848,0.52024,0.68042]"
45000,0,"[0.99748,0.99797,0.99848,0.55364,0.72723]"
46500,0,"[0.99799,0.99747,0.99949,0.57439,0.74082]"
48000,0,"[1.00000,0.99899,1.00000,0.58704,0.78309]"
49500,0,"[0.99799,0.99949,1.00000,0.61134,0.80070]"
51000,0,"[0.99698,0.99899,0.99949,0.63107,0.81832]"
52500,0,"[1.00000,0.99848,0.99949,0.65030,0.80825]"
54000,0,"[0.99748,0.98784,1.00000,0.67611,0.82889]"
55500,0,"[0.99648,1.00000,0.99798,0.66245,0.83342]"
57000,0,"[0.99547,0.99899,0.99949,0.69534,0.85254]"
58500,0,"[0.99950,1.00000,1.00000,0.70294,0.86311]"
60000,0,"[0.99899,1.00000,1.00000,0.72723,0.87066]"
61500,0,"[1.00000,0.99848,0.99949,0.70698,0.87016]"
63000,0,"[0.99648,1.00000,0.99949,0.69737,0.85405]"
64500,0,"[0.99950,0.99949,1.00000,0.73988,0.86714]"
66000,0,"[1.00000,0.99848,0.99949,0.73482,0.88022]"
67500,0,"[0.99849,0.99899,0.99949,0.72874,0.88223]"
69000,0,"[0.99849,0.99645,0.99848,0.76974,0.88727]"
70500,0,"[0.99950,1.00000,1.00000,0.77783,0.88727]"
72000,0,"[0.99950,0.99949,1.00000,0.76063,0.88827]"
73500,0,"[0.99849,1.00000,1.00000,0.77328,0.88928]"
75000,0,"[0.99899,0.99949,0.99949,0.78593,0.90086]"
76500,0,"[0.99899,0.99899,0.99899,0.78796,0.89280]"
78000,0,"[0.99547,0.99899,0.99949,0.79555,0.90287]"
79500,0,"[1.00000,0.99949,1.00000,0.79150,0.89985]"
81000,0,"[0.99899,1.00000,0.99949,0.79909,0.91646]"
82500,0,"[0.99849,1.00000,0.99949,0.81174,0.91998]"
84000,0,"[0.99950,0.99949,1.00000,0.81073,0.92149]"
85500,0,"[1.00000,0.99899,1.00000,0.81579,0.91998]"
87000,0,"[0.99899,0.99899,0.99848,0.80870,0.92250]"
88500,0,"[1.00000,1.00000,1.00000,0.81680,0.92099]"
90000,0,"[0.99799,0.99949,0.99949,0.84919,0.92048]"
91500,0,"[1.00000,0.99747,0.99798,0.81528,0.92602]"
93000,0,"[0.99899,0.99949,1.00000,0.81832,0.92602]"
94500,0,"[0.99849,0.99949,0.99949,0.84970,0.93105]"
96000,0,"[1.00000,0.99797,0.99949,0.83654,0.92602]"
97500,0,"[0.99950,0.99848,0.99949,0.83401,0.93608]"
99000,0,"[1.00000,1.00000,1.00000,0.83097,0.93156]"
100500,0,"[0.99849,1.00000,0.99949,0.83755,0.92954]"
