passo,acao,concat
0,2,"[0.05832,0.28456,0.25648,0.05600,0.05359]"
1500,2,"[0.51131,0.59586,0.56831,0.19879,0.18706]"
3000,2,"[0.59377,0.61958,0.60234,0.25580,0.26087]"
4500,2,"[0.58572,0.61049,0.65262,0.31282,0.30485]"
6000,2,"[0.69231,0.67104,0.70188,0.33300,0.32609]"
7500,2,"[0.75214,0.78254,0.76130,0.33703,0.33771]"
9000,2,"[0.85772,0.91019,0.87049,0.34712,0.31951]"
10500,2,"[0.96531,0.98335,0.97461,0.34662,0.33114]"
12000,2,"[0.99648,0.99495,0.99187,0.33804,0.33468]"
13500,2,"[0.99950,1.00000,0.99898,0.34359,0.31345]"
15000,2,"[0.99899,1.00000,0.98933,0.32896,0.33822]"
16500,2,"[1.00000,1.00000,1.00000,0.36024,0.32103]"
18000,2,"[0.99950,1.00000,0.99543,0.35974,0.32811]"
19500,2,"[1.00000,1.00000,1.00000,0.34006,0.33873]"
21000,2,"[0.99899,0.99950,0.97816,0.32745,0.32457]"
22500,2,"[0.99899,1.00000,1.00000,0.33653,0.33367]"
24000,2,"[1.00000,1.00000,1.00000,0.33653,0.34226]"
25500,2,"[1.00000,1.00000,1.00000,0.34006,0.33266]"
27000,2,"[0.99950,1.00000,0.99594,0.33855,0.32861]"
28500,2,"[1.00000,1.00000,1.00000,0.35066,0.33316]"
30000,2,"[0.99849,1.00000,1.00000,0.35974,0.33923]"
31500,2,"[1.00000,1.00000,1.00000,0.34511,0.35592]"
33000,2,"[1.00000,1.00000,1.00000,0.33098,0.35996]"
34500,2,"[0.93715,0.99849,0.99898,0.32240,0.37968]"
36000,2,"[1.00000,1.00000,1.00000,0.35570,0.40142]"
37500,2,"[1.00000,0.99950,1.00000,0.34965,0.50506]"
39000,2,"[1.00000,1.00000,1.00000,0.34813,0.55814]"
40500,2,"[1.00000,1.00000,0.99949,0.36680,0.62235]"
42000,2,"[1.00000,1.00000,0.99949,0.38042,0.67341]"
43500,2,"[1.00000,1.00000,1.00000,0.39506,0.72700]"
45000,2,"[1.00000,1.00000,0.99949,0.42785,0.77452]"
46500,2,"[1.00000,1.00000,1.00000,0.47881,0.80839]"
48000,2,"[1.00000,1.00000,1.00000,0.52018,0.82305]"
49500,2,"[1.00000,1.00000,1.00000,0.58073,0.84833]"
51000,2,"[0.99950,1.00000,1.00000,0.60091,0.85035]"
52500,2,"[1.00000,1.00000,1.00000,0.62714,0.87007]"
54000,2,"[1.00000,1.00000,1.00000,0.63572,0.86906]"
55500,2,"[1.00000,1.00000,1.00000,0.66700,0.87867]"
57000,2,"[1.00000,1.00000,1.00000,0.67659,0.89282]"
58500,2,"[1.00000,1.00000,1.00000,0.67659,0.88928]"
60000,2,"[1.00000,1.00000,1.00000,0.70938,0.90293]"
61500,2,"[1.00000,1.00000,1.00000,0.69526,0.89535]"
63000,2,"[1.00000,1.00000,1.00000,0.73562,0.90748]"
64500,2,"[1.00000,1.00000,1.00000,0.72301,0.91203]"
66000,2,"[1.00000,1.00000,1.00000,0.73613,0.92315]"
67500,2,"[1.00000,1.00000,1.00000,0.74773,0.91810]"
69000,2,"[1.00000,1.00000,1.00000,0.72603,0.90748]"
70500,2,"[1.00000,1.00000,0.99949,0.76438,0.91962]"
72000,2,"[1.00000,1.00000,1.00000,0.75933,0.92366]"
73500,2,"[1.00000,1.00000,1.00000,0.77094,0.92770]"
75000,2,"[1.00000,0.99899,1.00000,0.79011,0.93124]"
76500,2,"[1.00000,1.00000,0.99898,0.76741,0.92315]"
78000,2,"[1.00000,1.00000,1.00000,0.77952,0.92619]"
79500,2,"[1.00000,1.00000,1.00000,0.76236,0.93124]"
81000,2,"[1.00000,1.00000,0.99949,0.77296,0.93327]"
82500,2,"[1.00000,1.00000,1.00000,0.78961,0.93883]"
84000,2,"[0.99950,1.00000,1.00000,0.76135,0.92821]"
85500,2,"[1.00000,1.00000,1.00000,0.79162,0.93225]"
87000,2,"[1.00000,1.00000,1.00000,0.79314,0.94186]"
88500,2,"[0.99950,1.00000,1.00000,0.80525,0.94237]"
90000,2,"[0.99950,1.00000,1.00000,0.79566,0.93933]"
91500,2,"[1.00000,1.00000,1.00000,0.80474,0.93782]"
93000,2,"[1.00000,1.00000,1.00000,0.81231,0.94843]"
94500,2,"[0.99950,1.00000,1.00000,0.80373,0.94641]"
96000,2,"[1.00000,1.00000,1.00000,0.80827,0.95602]"
97500,2,"[1.00000,1.00000,1.00000,0.79717,0.94439]"
99000,2,"[1.00000,1.00000,1.00000,0.81483,0.94135]"
100500,2,"[1.00000,1.00000,1.00000,0.82341,0.96309]"
