passo,acao,concat
0,0,"[0.06569,0.08253,0.07972,0.13263,0.11863]"
1500,0,"[0.48863,0.53570,0.56004,0.19970,0.19990]"
3000,0,"[0.48964,0.57266,0.57669,0.33989,0.29985]"
4500,0,"[0.49672,0.57519,0.58981,0.33232,0.33014]"
6000,0,"[0.46892,0.57266,0.56660,0.34191,0.34982]"
7500,0,"[0.49621,0.57873,0.61604,0.33081,0.33973]"
9000,0,"[0.49065,0.59595,0.61806,0.32930,0.34427]"
10500,0,"[0.50126,0.66785,0.68668,0.32325,0.31853]"
12000,0,"[0.50025,0.69418,0.73663,0.33535,0.32055]"
13500,0,"[0.50733,0.73367,0.76387,0.32325,0.34023]"
15000,0,"[0.50227,0.74582,0.74773,0.33182,0.34225]"
16500,0,"[0.50884,0.84203,0.85469,0.33182,0.33216]"
18000,0,"[0.47246,0.92456,0.84763,0.34392,0.32963]"
19500,0,"[0.51289,0.97671,0.99041,0.34140,0.32812]"
21000,0,"[0.51086,0.99646,0.99950,0.34090,0.32963]"
22500,0,"[0.51693,1.00000,1.00000,0.34241,0.31550]"
24000,0,"[0.54421,0.99747,0.99748,0.34291,0.33922]"
25500,0,"[0.67307,0.99949,0.99849,0.32879,0.33064]"
27000,0,"[0.95705,0.99949,0.99798,0.32274,0.35538]"
28500,0,"[0.98888,0.99899,0.99849,0.33283,0.43362]"
30000,0,"[0.99293,0.97468,0.96317,0.33535,0.55073]"
31500,0,"[0.98181,1.00000,0.99950,0.34745,0.62948]"
33000,0,"[0.99899,0.99949,0.99950,0.35603,0.66330]"
34500,0,"[0.99545,0.98785,0.99294,0.38174,0.67087]"
36000,0,"[0.99343,0.99949,0.99899,0.43167,0.72489]"
37500,0,"[0.99495,0.99696,0.99798,0.48159,0.75568]"
39000,0,"[0.99495,0.99949,0.99950,0.50277,0.80565]"
40500,0,"[0.99848,0.99949,0.99950,0.51992,0.83089]"
42000,0,"[0.99899,0.99696,0.99798,0.55119,0.83998]"
43500,0,"[0.99899,0.99848,1.00000,0.56682,0.86371]"
45000,0,"[0.99848,0.99949,0.99950,0.60918,0.85714]"
46500,0,"[0.99848,0.99949,0.99950,0.62582,0.86320]"
48000,0,"[0.99596,0.99949,0.99950,0.63994,0.87986]"
49500,0,"[0.99899,0.99544,0.99899,0.65759,0.88592]"
51000,0,"[0.99899,0.99949,1.00000,0.67827,0.90005]"
52500,0,"[0.99899,0.99949,1.00000,0.68079,0.90257]"
54000,0,"[0.99949,0.99899,0.99950,0.67675,0.88995]"
55500,0,"[0.99747,0.99899,0.99950,0.69894,0.90661]"
57000,0,"[0.99949,0.99848,0.99950,0.72668,0.89904]"
58500,0,"[1.00000,1.00000,0.99950,0.72416,0.90207]"
60000,0,"[0.99697,1.00000,0.99849,0.72920,0.90409]"
61500,0,"[0.99899,0.99949,1.00000,0.72819,0.90863]"
63000,0,"[1.00000,0.99848,1.00000,0.74080,0.91671]"
64500,0,"[1.00000,0.99899,0.99950,0.71306,0.91116]"
66000,0,"[1.00000,0.99949,1.00000,0.73979,0.92125]"
67500,0,"[0.99848,1.00000,0.99950,0.76349,0.92781]"
69000,0,"[1.00000,1.00000,0.99950,0.75290,0.92277]"
70500,0,"[1.00000,0.99949,1.00000,0.75391,0.93488]"
72000,0,"[0.99899,0.99949,0.99950,0.76803,0.94397]"
73500,0,"[1.00000,0.99949,1.00000,0.76248,0.93791]"
75000,0,"[0.99394,0.99949,1.00000,0.77458,0.94397]"
76500,0,"[1.00000,1.00000,0.99950,0.77206,0.94195]"
78000,0,"[1.00000,0.99949,1.00000,0.77711,0.95154]"
79500,0,"[1.00000,1.00000,0.99950,0.77559,0.93892]"
81000,0,"[0.99545,0.99949,0.99899,0.76904,0.94498]"
82500,0,"[0.99899,0.99899,1.00000,0.78770,0.93841]"
84000,0,"[1.00000,0.99747,1.00000,0.78467,0.93640]"
85500,0,"[1.00000,1.00000,1.00000,0.78820,0.95810]"
87000,0,"[0.99848,0.99949,0.99899,0.80888,0.95305]"
88500,0,"[0.99949,1.00000,1.00000,0.80535,0.95003]"
90000,0,"[1.00000,1.00000,0.99950,0.80686,0.95003]"
91500,0,"[0.99949,1.00000,1.00000,0.80787,0.95457]"
93000,0,"[1.00000,0.99949,1.00000,0.81896,0.95507]"
94500,0,"[1.00000,1.00000,1.00000,0.82199,0.95204]"
96000,0,"[0.99949,0.99949,1.00000,0.83308,0.95406]"
97500,0,"[1.00000,0.99949,1.00000,0.84518,0.96012]"
99000,0,"[0.99949,0.99797,0.99950,0.83409,0.95861]"
100500,0,"[1.00000,0.99949,1.00000,0.83712,0.95659]"
