passo,acao,concat
0,2,"[0.13295,0.22860,0.21709,0.08300,0.07550]"
1500,2,"[0.50479,0.50676,0.50160,0.24798,0.25683]"
3000,2,"[0.53164,0.58954,0.59192,0.29808,0.29883]"
4500,2,"[0.61161,0.63563,0.63991,0.31899,0.30523]"
6000,2,"[0.65275,0.69326,0.68949,0.32557,0.32711]"
7500,2,"[0.65582,0.70100,0.69806,0.34379,0.33061]"
9000,2,"[0.69156,0.71215,0.71069,0.35003,0.34621]"
10500,2,"[0.68771,0.72194,0.72417,0.37466,0.36788]"
12000,2,"[0.69492,0.76502,0.76428,0.39153,0.38872]"
13500,2,"[0.69559,0.80278,0.77979,0.41447,0.40970]"
15000,2,"[0.70281,0.81879,0.80767,0.42460,0.42079]"
16500,2,"[0.70399,0.82436,0.83053,0.45209,0.47050]"
18000,2,"[0.70988,0.85356,0.86758,0.50574,0.52325]"
19500,2,"[0.72702,0.90520,0.91775,0.56427,0.57982]"
21000,2,"[0.74161,0.93576,0.93493,0.60324,0.62427]"
22500,2,"[0.77168,0.95363,0.95394,0.65756,0.68576]"
24000,2,"[0.80711,0.96797,0.96806,0.69518,0.70409]"
25500,2,"[0.82372,0.97489,0.97798,0.75051,0.76076]"
27000,2,"[0.84438,0.98316,0.98269,0.78070,0.77304]"
28500,2,"[0.84538,0.98770,0.98757,0.81444,0.81557]"
30000,2,"[0.86587,0.98956,0.99210,0.83451,0.82850]"
31500,2,"[0.84657,0.98820,0.99294,0.86167,0.84870]"
33000,2,"[0.86957,0.99360,0.99479,0.87922,0.85055]"
34500,2,"[0.87361,0.99376,0.99530,0.88968,0.85307]"
36000,2,"[0.88168,0.99697,0.99613,0.91194,0.89657]"
37500,2,"[0.87714,0.99663,0.99815,0.92645,0.90265]"
39000,2,"[0.88991,0.99815,0.99866,0.93877,0.91123]"
40500,2,"[0.90353,0.99798,0.99866,0.94703,0.92905]"
42000,2,"[0.91211,0.99781,0.99849,0.95260,0.93072]"
43500,2,"[0.92708,0.99933,0.99933,0.95968,0.93225]"
45000,2,"[0.93380,0.99882,0.99983,0.95935,0.93814]"
46500,2,"[0.95364,0.99933,0.99865,0.96576,0.93644]"
48000,2,"[0.97195,0.99949,0.99899,0.97233,0.95358]"
49500,2,"[0.98286,0.99966,0.99950,0.97942,0.94973]"
51000,2,"[0.99429,0.99882,0.99933,0.97655,0.96016]"
52500,2,"[0.99227,0.99966,0.99966,0.97200,0.96822]"
54000,2,"[0.98035,0.99966,0.99899,0.97132,0.96807]"
55500,2,"[0.99428,0.99966,0.99933,0.97858,0.96822]"
57000,2,"[0.99463,0.99899,0.99950,0.98296,0.97629]"
58500,2,"[0.98369,0.99814,0.99916,0.98482,0.96504]"
60000,2,"[0.99647,1.00000,0.99983,0.98060,0.96993]"
61500,2,"[0.99798,1.00000,0.99983,0.99055,0.98403]"
63000,2,"[0.99916,0.99899,0.99950,0.98381,0.97950]"
64500,2,"[0.99513,1.00000,0.99916,0.98229,0.97849]"
66000,2,"[0.99748,0.99882,0.99899,0.98718,0.97965]"
67500,2,"[0.99832,0.99983,0.99966,0.98397,0.98419]"
69000,2,"[0.99631,0.99949,0.99916,0.99022,0.97932]"
70500,2,"[0.99882,1.00000,0.99983,0.99089,0.97783]"
72000,2,"[0.99261,0.99865,0.99966,0.98718,0.98505]"
73500,2,"[0.99916,0.99983,1.00000,0.99055,0.98655]"
75000,2,"[0.99748,0.99983,1.00000,0.99477,0.98404]"
76500,2,"[0.99882,1.00000,0.99966,0.98634,0.97866]"
78000,2,"[0.99697,0.99966,1.00000,0.98971,0.98335]"
79500,2,"[0.99798,0.99983,0.99983,0.98752,0.98841]"
81000,2,"[0.99479,0.99983,0.99966,0.98634,0.98941]"
82500,2,"[0.99798,0.99949,0.99983,0.99477,0.98739]"
84000,2,"[0.99798,0.99966,0.99983,0.99291,0.99008]"
85500,2,"[0.99597,0.99949,0.99933,0.99258,0.98285]"
87000,2,"[0.99866,1.00000,1.00000,0.99393,0.99194]"
88500,2,"[0.99966,0.99966,1.00000,0.99511,0.99178]"
90000,2,"[0.99782,0.99983,0.99983,0.99275,0.99077]"
91500,2,"[0.99866,0.99932,0.99983,0.99460,0.99361]"
93000,2,"[0.99966,0.99949,0.99983,0.99612,0.99009]"
94500,2,"[0.99798,0.99983,1.00000,0.99578,0.99244]"
96000,2,"[0.99950,0.99966,1.00000,0.99173,0.99042]"
97500,2,"[0.99950,1.00000,0.99966,0.99325,0.99277]"
99000,2,"[0.99966,0.99983,1.00000,0.99258,0.99445]"
100500,2,"[0.99698,1.00000,1.00000,0.99241,0.98673]"
