0,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.16,0.08616161616161616,0.10393541876892028,0.04334677419354839,0.04244567963617989,0.11764705882352941,0.12355017650025214,"0.1,0.1,0.1,1,1",DQN,0,0,0
1500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.27,0.38666666666666666,0.4243188698284561,0.5428427419354839,0.5336028297119757,0.21348884381338742,0.2183560262228946,"0.1,0.1,0.1,1,1",DQN,0,0,0
3000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.37,0.44646464646464645,0.4979818365287588,0.5584677419354839,0.5371399696816574,0.32454361054766734,0.313666162380232,"0.1,0.1,0.1,1,1",DQN,0,0,0
4500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.36,0.4685858585858586,0.5065590312815338,0.5761088709677419,0.5987872662961091,0.3204868154158215,0.340393343419062,"0.1,0.1,0.1,1,1",DQN,0,0,0
6000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.38,0.46444444444444444,0.5010090817356205,0.5977822580645161,0.5896917635169278,0.3078093306288032,0.32526475037821484,"0.1,0.1,0.1,1,1",DQN,0,0,0
7500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.4,0.4696969696969697,0.4798183652875883,0.6078629032258065,0.5952501263264275,0.35294117647058826,0.31215330307614725,"0.1,0.1,0.1,1,1",DQN,0,0,0
9000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.32,0.48808080808080806,0.512108980827447,0.6350806451612904,0.5952501263264275,0.34837728194726164,0.34896621280887546,"0.1,0.1,0.1,1,1",DQN,0,0,0
10500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.33,0.5064646464646465,0.4989909182643794,0.6915322580645161,0.6659929257200606,0.34989858012170383,0.32526475037821484,"0.1,0.1,0.1,1,1",DQN,0,0,0
12000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.45,0.5002020202020202,0.5060544904137235,0.6930443548387096,0.6387064173825164,0.32961460446247465,0.3328290468986384,"0.1,0.1,0.1,1,1",DQN,0,0,0
13500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.4,0.5257575757575758,0.5055499495459133,0.7278225806451613,0.7150075795856493,0.33367139959432046,0.345940494200706,"0.1,0.1,0.1,1,1",DQN,0,0,0
15000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.41,0.5473737373737374,0.5090817356205852,0.7772177419354839,0.7710965133906014,0.33113590263691683,0.34745335350479073,"0.1,0.1,0.1,1,1",DQN,0,0,0
16500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.4,0.554040404040404,0.5196770938446014,0.7479838709677419,0.810510358767054,0.3473630831643002,0.34392334846192635,"0.1,0.1,0.1,1,1",DQN,0,0,0
18000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.47,0.6386868686868686,0.6084762865792129,0.9576612903225806,0.9525012632642749,0.3275862068965517,0.345940494200706,"0.1,0.1,0.1,1,1",DQN,0,0,0
19500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.47,0.6630303030303031,0.6553985872855701,0.985383064516129,0.9909044972208186,0.32809330628803246,0.3540090771558245,"0.1,0.1,0.1,1,1",DQN,0,0,0
21000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.76,0.7397979797979798,0.9979818365287588,0.9994959677419355,0.9994946942900454,0.3316430020283976,0.3686333837619768,"1,1,1,1,1",DQN,2,0,0
22500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.73,0.7316161616161616,0.9994954591321897,1.0,0.9994946942900454,0.3209939148073022,0.3363590519415028,"1,1,1,1,1",DQN,2,0,0
24000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.39,0.7481818181818182,0.9969727547931383,0.9994959677419355,1.0,0.33468559837728196,0.4079677256681795,"0.1,0.1,0.1,1,1",DQN,0,0,0
25500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.71,0.7542424242424243,1.0,1.0,1.0,0.32961460446247465,0.43973777105395867,"1,1,1,1,1",DQN,2,0,0
27000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.51,0.7740404040404041,0.9979818365287588,0.998991935483871,0.9984840828701365,0.3575050709939148,0.5153807362581947,"0.1,0.1,0.1,1,1",DQN,0,0,0
28500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.54,0.7923232323232323,0.9954591321897074,0.9969758064516129,0.989388580090955,0.3808316430020284,0.5970751386787695,"0.1,0.1,0.1,1,1",DQN,0,0,0
30000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.66,0.8112121212121212,0.9979818365287588,1.0,0.9984840828701365,0.41531440162271804,0.6424609178013111,"0.1,0.1,0.1,1,1",DQN,0,0,0
31500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.97,0.813030303030303,0.9959636730575177,1.0,1.0,0.43610547667342797,0.6313666162380231,"1,1,1,0.1,0.1",DQN,4,0,0
33000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.79,0.8334343434343434,1.0,1.0,1.0,0.47920892494929007,0.6863338376197681,"0.5,0.5,0.5,1,1",DQN,1,0,0
34500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.78,0.8425252525252526,0.9994954591321897,1.0,1.0,0.5268762677484787,0.6848209783156833,"0.5,0.5,0.5,1,1",DQN,1,0,0
36000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.79,0.8495959595959596,1.0,1.0,1.0,0.5420892494929006,0.7044881492687847,"0.5,0.5,0.5,1,1",DQN,1,0,0
37500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.75,0.8623232323232323,0.9994954591321897,0.9994959677419355,1.0,0.5603448275862069,0.7508825012607161,"0.1,0.1,0.1,1,1",DQN,0,0,0
39000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.67,0.8706060606060606,0.9974772956609486,0.998991935483871,0.9994946942900454,0.5689655172413793,0.7866868381240545,"0.1,0.1,0.1,1,1",DQN,0,0,0
40500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.86,0.8782828282828283,0.9989909182643795,1.0,0.9994946942900454,0.5862068965517241,0.805345436207766,"0.5,0.5,0.5,1,1",DQN,1,0,0
42000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.8,0.8855555555555555,1.0,0.998991935483871,1.0,0.597870182555781,0.8295511850731215,"0.5,0.5,0.5,1,1",DQN,1,0,0
43500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.84,0.8924242424242425,0.9984863773965691,1.0,0.9994946942900454,0.6186612576064908,0.8441754916792739,"0.1,0.1,0.1,1,1",DQN,0,0,0
45000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.81,0.8968686868686868,1.0,0.9994959677419355,1.0,0.6308316430020284,0.8527483610690872,"0.5,0.5,0.5,1,1",DQN,1,0,0
46500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.86,0.8992929292929293,1.0,1.0,1.0,0.640973630831643,0.854261220373172,"0.5,0.5,0.5,1,1",DQN,1,0,0
48000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.86,0.9055555555555556,1.0,1.0,0.9994946942900454,0.6556795131845842,0.8714069591527988,"0.5,0.5,0.5,1,1",DQN,1,0,0
49500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.82,0.9138383838383838,0.9964682139253279,1.0,1.0,0.6891480730223124,0.8825012607160867,"0.1,0.1,0.1,1,1",DQN,0,0,0
51000,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.83,0.9192929292929293,1.0,0.9994959677419355,0.9994946942900454,0.7150101419878296,0.8814926878466969,"0.5,0.5,0.5,1,1",DQN,1,0,0
52500,/content/drive/MyDrive/Colab Notebooks/CodigoPesquisa/Execution/TesteDQN_ExecuaoDoMelhorMin,0.92,0.9195959595959596,1.0,1.0,1.0,0.7114604462474645,0.8855269793242562,"0.5,0.5,0.5,1,1",DQN,1,0,0
