passo,acao,concat
0,2,"[0.00707,0.18218,0.23889,0.12140,0.09762]"
1500,2,"[0.51187,0.49270,0.51364,0.20030,0.21447]"
3000,3,"[0.53360,0.64318,0.65505,0.28528,0.29944]"
4500,0,"[0.51541,0.60946,0.64141,0.33890,0.33890]"
6000,4,"[0.68469,0.72320,0.73131,0.32676,0.31361]"
7500,2,"[0.69581,0.77101,0.77727,0.34648,0.32221]"
9000,4,"[0.77362,0.83493,0.82727,0.32473,0.32170]"
10500,4,"[0.77160,0.84097,0.82929,0.32726,0.32676]"
12000,4,"[0.81809,0.84499,0.83434,0.34244,0.30602]"
13500,4,"[0.82365,0.92501,0.91869,0.32221,0.32372]"
15000,2,"[0.83830,0.93508,0.94242,0.34041,0.33839]"
16500,3,"[0.82971,0.97735,0.97525,0.37279,0.36672]"
18000,4,"[0.84487,0.99497,0.99747,0.36115,0.36469]"
19500,1,"[0.84538,0.99295,0.99495,0.47699,0.47294]"
21000,4,"[0.82769,0.99597,0.99697,0.44208,0.40870]"
22500,0,"[0.84032,0.98490,0.98485,0.62873,0.62165]"
24000,2,"[0.90753,0.99547,0.99444,0.67830,0.67425]"
25500,0,"[0.82921,0.98239,0.98182,0.75974,0.79767]"
27000,2,"[0.92471,0.99497,0.99697,0.79413,0.78149]"
28500,2,"[0.91511,0.99849,0.99545,0.81942,0.81892]"
30000,4,"[0.92471,0.99648,0.99899,0.77896,0.75367]"
31500,4,"[0.95250,0.99799,0.99596,0.77896,0.75114]"
33000,0,"[0.90854,0.99547,0.99394,0.86343,0.85078]"
34500,1,"[0.93835,0.99547,0.99646,0.89226,0.87709]"
36000,2,"[0.95301,0.99899,0.99899,0.88619,0.89530]"
37500,0,"[0.93128,0.98893,0.99141,0.93728,0.91502]"
39000,2,"[0.94694,0.99698,0.99848,0.94031,0.90845]"
40500,2,"[0.97979,0.99950,0.99798,0.94133,0.91148]"
42000,0,"[0.93886,0.99597,0.99394,0.96813,0.95043]"
43500,3,"[0.98636,0.99446,0.99798,0.95397,0.93323]"
45000,0,"[0.96867,0.99446,0.99343,0.95852,0.95751]"
46500,2,"[0.99293,0.99748,0.99495,0.96308,0.95599]"
48000,3,"[0.98838,0.99648,0.99798,0.95903,0.93981]"
49500,0,"[0.97069,0.99849,0.99747,0.98533,0.96965]"
51000,3,"[0.99646,0.99899,0.99848,0.95751,0.95094]"
52500,0,"[0.98282,0.99899,0.99747,0.98735,0.96915]"
54000,3,"[0.99141,1.00000,1.00000,0.97471,0.95094]"
55500,2,"[0.99848,0.99748,0.99848,0.97673,0.96611]"
57000,2,"[0.99646,0.99849,0.99899,0.98381,0.96915]"
58500,4,"[0.99949,0.99950,1.00000,0.96206,0.94335]"
60000,4,"[1.00000,0.99950,1.00000,0.95701,0.93070]"
61500,2,"[0.99798,0.99899,0.99545,0.96257,0.96358]"
63000,3,"[0.99949,0.99950,0.99848,0.97724,0.96864]"
64500,3,"[0.99596,0.99950,0.99949,0.96560,0.96156]"
66000,1,"[0.99444,0.99950,0.99949,0.98988,0.98078]"
67500,4,"[0.99949,0.99899,0.99949,0.97319,0.95397]"
69000,2,"[0.99899,0.99748,0.99899,0.98078,0.97370]"
70500,0,"[0.99899,1.00000,1.00000,0.99039,0.98280]"
72000,2,"[0.99949,1.00000,0.99949,0.99191,0.97471]"
73500,4,"[0.99949,0.99950,0.99949,0.96611,0.96004]"
75000,2,"[0.99949,1.00000,0.99949,0.98331,0.97876]"
76500,4,"[0.99798,1.00000,1.00000,0.98179,0.96358]"
78000,1,"[0.99949,0.99950,0.99949,0.99191,0.98533]"
79500,4,"[0.98737,0.99950,1.00000,0.95245,0.95448]"
81000,4,"[1.00000,0.99950,1.00000,0.97269,0.95549]"
82500,4,"[0.98231,1.00000,0.99848,0.94588,0.93424]"
84000,0,"[0.99949,1.00000,1.00000,0.99595,0.98988]"
85500,1,"[0.95654,1.00000,0.99949,0.98938,0.98533]"
87000,4,"[0.99495,0.99950,0.99899,0.97673,0.97117]"
88500,2,"[0.99798,1.00000,0.99949,0.98837,0.98128]"
90000,3,"[1.00000,0.99950,0.99949,0.99090,0.97926]"
91500,4,"[1.00000,1.00000,0.99949,0.97977,0.97218]"
93000,4,"[0.99798,0.99748,0.99899,0.96206,0.93880]"
94500,0,"[0.99646,1.00000,1.00000,0.99342,0.99090]"
96000,2,"[0.99798,1.00000,1.00000,0.99039,0.98634]"
97500,1,"[1.00000,1.00000,0.99949,0.99494,0.98483]"
99000,4,"[1.00000,1.00000,1.00000,0.97926,0.98533]"
100500,3,"[0.99949,0.99849,1.00000,0.99090,0.97876]"
