passo,acao,concat
0,4,"[0.23525,0.13392,0.13146,0.06589,0.05502]"
1500,4,"[0.49186,0.50541,0.49047,0.19872,0.19862]"
3000,4,"[0.48563,0.48953,0.50194,0.20092,0.19460]"
4500,4,"[0.50258,0.52482,0.52722,0.20244,0.19477]"
6000,4,"[0.50898,0.57586,0.58115,0.25202,0.22865]"
7500,4,"[0.56321,0.60848,0.60422,0.25843,0.24727]"
9000,4,"[0.56923,0.61658,0.62817,0.25085,0.24644]"
10500,4,"[0.57865,0.64817,0.64265,0.24951,0.25029]"
12000,4,"[0.58183,0.66744,0.66792,0.25691,0.25365]"
13500,4,"[0.59809,0.68179,0.67736,0.25927,0.24979]"
15000,4,"[0.60108,0.72810,0.73146,0.26938,0.25482]"
16500,4,"[0.62090,0.78604,0.79652,0.26737,0.26724]"
18000,4,"[0.70152,0.79297,0.79972,0.26906,0.26539]"
19500,4,"[0.75488,0.79517,0.79684,0.27513,0.28317]"
21000,4,"[0.77942,0.80443,0.80190,0.27631,0.27848]"
22500,4,"[0.77184,0.80141,0.80528,0.27682,0.28485]"
24000,4,"[0.77854,0.79940,0.80443,0.27817,0.28519]"
25500,4,"[0.78627,0.80748,0.81151,0.28357,0.28955]"
27000,4,"[0.79215,0.81001,0.81084,0.28661,0.29676]"
28500,4,"[0.78843,0.80411,0.81134,0.28863,0.29156]"
30000,4,"[0.79952,0.80867,0.81421,0.29690,0.31052]"
31500,4,"[0.79616,0.80749,0.80915,0.31460,0.30431]"
33000,4,"[0.80438,0.81003,0.81623,0.30466,0.32629]"
34500,4,"[0.79900,0.81070,0.81724,0.31562,0.34071]"
36000,4,"[0.79700,0.81729,0.82365,0.31579,0.32511]"
37500,4,"[0.80354,0.83114,0.83021,0.32929,0.34323]"
39000,4,"[0.81077,0.83366,0.83038,0.33469,0.35850]"
40500,4,"[0.81779,0.82962,0.83291,0.34058,0.37544]"
42000,4,"[0.82403,0.83231,0.83646,0.34919,0.38752]"
43500,4,"[0.82721,0.83249,0.83004,0.36504,0.39138]"
45000,4,"[0.83006,0.83097,0.83494,0.36657,0.39725]"
46500,4,"[0.81827,0.83282,0.83443,0.37752,0.38853]"
48000,4,"[0.82134,0.82912,0.82954,0.37600,0.40799]"
49500,4,"[0.83275,0.83434,0.83646,0.40149,0.42812]"
51000,4,"[0.83091,0.83400,0.82870,0.39137,0.43164]"
52500,4,"[0.83697,0.83720,0.83072,0.40958,0.43717]"
54000,4,"[0.83208,0.83350,0.83528,0.41769,0.44439]"
55500,4,"[0.83123,0.82896,0.82802,0.44213,0.45630]"
57000,4,"[0.83157,0.83165,0.82954,0.44635,0.43717]"
58500,4,"[0.83056,0.83182,0.82886,0.44873,0.47677]"
60000,4,"[0.82651,0.83653,0.83595,0.45311,0.47307]"
61500,4,"[0.82234,0.82879,0.83308,0.45547,0.48247]"
63000,4,"[0.82955,0.83215,0.83274,0.46525,0.47693]"
64500,4,"[0.82971,0.83569,0.83004,0.46172,0.47979]"
66000,4,"[0.83443,0.82963,0.83122,0.48381,0.49186]"
67500,4,"[0.82346,0.83199,0.82903,0.48280,0.50159]"
69000,4,"[0.82886,0.83350,0.83359,0.49207,0.51166]"
70500,4,"[0.82871,0.83501,0.83359,0.49022,0.50361]"
72000,4,"[0.82600,0.82980,0.83527,0.51333,0.51736]"
73500,4,"[0.83562,0.82576,0.83544,0.50085,0.51753]"
75000,4,"[0.83021,0.83569,0.83612,0.51620,0.52458]"
76500,4,"[0.83679,0.83838,0.83662,0.51400,0.53632]"
78000,4,"[0.83224,0.83451,0.83122,0.51974,0.53867]"
79500,4,"[0.83072,0.83384,0.83257,0.52446,0.53682]"
81000,4,"[0.82853,0.83232,0.83916,0.54050,0.54236]"
82500,4,"[0.83207,0.82913,0.83325,0.54251,0.54420]"
84000,4,"[0.83207,0.83030,0.82971,0.55667,0.54672]"
85500,4,"[0.83038,0.83064,0.83477,0.55768,0.55209]"
87000,4,"[0.82954,0.83283,0.83291,0.54925,0.55846]"
88500,4,"[0.82971,0.82778,0.83494,0.55853,0.55226]"
90000,4,"[0.83022,0.83501,0.83443,0.55938,0.55779]"
91500,4,"[0.82955,0.82930,0.83308,0.55584,0.55729]"
93000,4,"[0.83494,0.82997,0.83426,0.55617,0.54404]"
94500,4,"[0.82751,0.83216,0.83207,0.57050,0.56937]"
96000,4,"[0.83274,0.83014,0.82970,0.55583,0.55024]"
97500,4,"[0.83123,0.83014,0.83578,0.56731,0.55142]"
99000,4,"[0.82785,0.83417,0.83207,0.57507,0.54605]"
100500,4,"[0.83257,0.83199,0.83426,0.58215,0.57356]"
