passo,acao,concat
0,2,"[0.08381,0.26653,0.26498,0.05157,0.06017]"
1500,2,"[0.52153,0.60083,0.60733,0.16591,0.17434]"
3000,2,"[0.63169,0.60439,0.63994,0.17602,0.16712]"
4500,2,"[0.67934,0.63822,0.65708,0.17098,0.16342]"
6000,2,"[0.68758,0.63655,0.66347,0.17333,0.17349]"
7500,2,"[0.67850,0.64800,0.65859,0.18633,0.18681]"
9000,2,"[0.68978,0.66500,0.67573,0.19795,0.19977]"
10500,2,"[0.73322,0.71905,0.72900,0.22643,0.22101]"
12000,2,"[0.89301,0.89576,0.85385,0.24075,0.23569]"
13500,2,"[0.99798,0.99393,0.99714,0.25611,0.26131]"
15000,2,"[0.99764,0.99360,0.99765,0.28711,0.28020]"
16500,2,"[0.99933,0.99882,0.99160,0.29033,0.28287]"
18000,2,"[0.99983,0.99966,1.00000,0.31174,0.30140]"
19500,2,"[0.99983,0.99983,0.99899,0.32473,0.31640]"
21000,2,"[0.99798,0.99178,0.99714,0.32944,0.33241]"
22500,2,"[1.00000,1.00000,1.00000,0.32287,0.34183]"
24000,2,"[0.99933,0.99832,0.99966,0.33956,0.33813]"
25500,2,"[0.99966,0.99832,0.99933,0.34260,0.33138]"
27000,2,"[0.99966,0.99949,1.00000,0.35695,0.33897]"
28500,2,"[0.99950,1.00000,0.99983,0.34008,0.34991]"
30000,2,"[1.00000,1.00000,1.00000,0.34800,0.34011]"
31500,2,"[0.99966,1.00000,0.99983,0.34361,0.34216]"
33000,2,"[1.00000,1.00000,1.00000,0.35915,0.34367]"
34500,2,"[0.99949,1.00000,1.00000,0.33789,0.34300]"
36000,2,"[0.99949,0.99983,0.99966,0.34059,0.35648]"
37500,2,"[1.00000,1.00000,1.00000,0.33402,0.35193]"
39000,2,"[0.99849,0.98354,0.99950,0.34345,0.35915]"
40500,2,"[0.99865,0.99983,0.99848,0.34175,0.36825]"
42000,2,"[0.99966,0.99764,1.00000,0.33519,0.36708]"
43500,2,"[0.99916,1.00000,1.00000,0.33553,0.37940]"
45000,2,"[1.00000,1.00000,1.00000,0.34125,0.38309]"
46500,2,"[1.00000,1.00000,1.00000,0.33417,0.40582]"
48000,2,"[0.99966,1.00000,0.99866,0.34345,0.40818]"
49500,2,"[1.00000,1.00000,1.00000,0.34245,0.41225]"
51000,2,"[1.00000,1.00000,1.00000,0.34431,0.43499]"
52500,2,"[1.00000,1.00000,1.00000,0.37434,0.46548]"
54000,2,"[1.00000,0.99983,1.00000,0.37113,0.48436]"
55500,2,"[1.00000,0.99983,1.00000,0.39273,0.50460]"
57000,2,"[1.00000,0.99983,0.99815,0.41919,0.50864]"
58500,2,"[1.00000,1.00000,0.99966,0.45766,0.53154]"
60000,2,"[0.99966,1.00000,1.00000,0.49307,0.54804]"
61500,2,"[1.00000,1.00000,1.00000,0.51449,0.58375]"
63000,2,"[1.00000,1.00000,1.00000,0.50369,0.59013]"
64500,2,"[1.00000,0.99916,1.00000,0.53641,0.63175]"
66000,2,"[0.99966,1.00000,1.00000,0.55953,0.65212]"
67500,2,"[1.00000,1.00000,1.00000,0.55528,0.66678]"
69000,2,"[1.00000,0.99983,0.99983,0.58565,0.69173]"
70500,2,"[1.00000,1.00000,1.00000,0.59929,0.70168]"
72000,2,"[1.00000,1.00000,1.00000,0.60486,0.71313]"
73500,2,"[1.00000,1.00000,1.00000,0.64816,0.74209]"
75000,2,"[1.00000,1.00000,0.99983,0.65709,0.75454]"
76500,2,"[1.00000,1.00000,1.00000,0.66888,0.77696]"
78000,2,"[1.00000,1.00000,1.00000,0.69098,0.78303]"
79500,2,"[1.00000,1.00000,1.00000,0.71526,0.80037]"
81000,2,"[1.00000,1.00000,1.00000,0.72773,0.78979]"
82500,2,"[1.00000,1.00000,1.00000,0.75047,0.82564]"
84000,2,"[1.00000,1.00000,1.00000,0.76043,0.83541]"
85500,2,"[1.00000,1.00000,1.00000,0.76835,0.82885]"
87000,2,"[1.00000,1.00000,1.00000,0.77610,0.84167]"
88500,2,"[0.99899,1.00000,1.00000,0.76077,0.82579]"
90000,2,"[1.00000,1.00000,1.00000,0.79803,0.84198]"
91500,2,"[1.00000,1.00000,1.00000,0.78638,0.84232]"
93000,2,"[1.00000,1.00000,1.00000,0.79634,0.85983]"
94500,2,"[1.00000,1.00000,1.00000,0.80628,0.84857]"
96000,2,"[1.00000,1.00000,1.00000,0.80695,0.86591]"
97500,2,"[1.00000,1.00000,1.00000,0.82416,0.86473]"
99000,2,"[1.00000,1.00000,1.00000,0.81015,0.86591]"
100500,2,"[0.99983,1.00000,1.00000,0.80575,0.86389]"
