passo,acao,concat
0,3,"[0.08006,0.25494,0.20374,0.06933,0.08606]"
1500,3,"[0.49446,0.47795,0.48584,0.20698,0.19376]"
3000,3,"[0.51813,0.51597,0.51011,0.28745,0.25969]"
4500,3,"[0.59215,0.65332,0.64459,0.32591,0.28938]"
6000,3,"[0.61531,0.67106,0.64661,0.33300,0.31152]"
7500,3,"[0.54632,0.67866,0.69161,0.34160,0.31807]"
9000,3,"[0.63192,0.74303,0.76188,0.34464,0.32209]"
10500,3,"[0.66969,0.80030,0.79727,0.35071,0.35380]"
12000,3,"[0.71702,0.81703,0.80637,0.35628,0.33015]"
13500,3,"[0.76385,0.82413,0.81648,0.37854,0.36034]"
15000,3,"[0.75881,0.84034,0.82912,0.38360,0.37594]"
16500,3,"[0.75831,0.84034,0.82912,0.39575,0.40010]"
18000,3,"[0.75629,0.84288,0.83114,0.42257,0.42426]"
19500,3,"[0.75730,0.84795,0.83266,0.42864,0.45747]"
21000,3,"[0.78399,0.88596,0.83316,0.47318,0.48062]"
22500,3,"[0.77543,0.90370,0.89181,0.48128,0.50478]"
24000,3,"[0.79708,0.90471,0.91254,0.49140,0.52894]"
25500,3,"[0.80211,0.91789,0.92214,0.52986,0.55360]"
27000,3,"[0.81319,0.92499,0.91405,0.52581,0.56769]"
28500,3,"[0.81672,0.93056,0.93579,0.54757,0.60191]"
30000,3,"[0.81470,0.95134,0.96006,0.55972,0.62557]"
31500,3,"[0.86203,0.98479,0.97978,0.59160,0.65526]"
33000,3,"[0.86304,0.99240,0.99393,0.61640,0.69250]"
34500,3,"[0.87613,0.99088,0.98837,0.61741,0.69904]"
36000,3,"[0.90433,0.99747,0.99899,0.64372,0.72572]"
37500,3,"[0.92397,0.99797,0.99949,0.67510,0.77755]"
39000,3,"[0.92246,0.99899,0.99949,0.72520,0.78208]"
40500,3,"[0.91541,0.99899,0.99899,0.74949,0.79467]"
42000,3,"[0.95065,0.99747,0.99899,0.77176,0.80322]"
43500,3,"[0.95569,0.99797,1.00000,0.81377,0.84801]"
45000,3,"[0.99245,0.99696,0.99697,0.83553,0.83442]"
46500,3,"[0.98842,0.99848,0.99899,0.86437,0.85606]"
48000,3,"[0.99698,0.99645,1.00000,0.89322,0.87167]"
49500,3,"[0.99043,1.00000,0.99697,0.89777,0.89180]"
51000,3,"[0.98187,0.99544,0.99798,0.88715,0.86412]"
52500,3,"[0.98741,1.00000,1.00000,0.92358,0.89985]"
54000,3,"[0.99899,0.99949,0.99949,0.92662,0.90388]"
55500,3,"[0.99094,0.99797,1.00000,0.91903,0.90337]"
57000,3,"[0.99950,0.99595,0.99848,0.93573,0.91092]"
58500,3,"[0.99899,1.00000,0.99949,0.93674,0.91293]"
60000,3,"[0.99849,1.00000,1.00000,0.93623,0.91847]"
61500,3,"[0.99950,0.99747,1.00000,0.94433,0.93306]"
63000,3,"[0.99899,0.99899,0.99798,0.94079,0.92401]"
64500,3,"[0.99950,1.00000,0.99949,0.95040,0.93860]"
66000,3,"[0.99950,0.99899,1.00000,0.96913,0.94414]"
67500,3,"[0.99748,1.00000,1.00000,0.95395,0.94565]"
69000,3,"[0.99799,0.99949,1.00000,0.95749,0.94363]"
70500,3,"[1.00000,0.99848,0.99949,0.95800,0.94917]"
72000,3,"[0.99899,0.99899,1.00000,0.96204,0.95873]"
73500,3,"[0.99950,0.99949,0.99899,0.96711,0.96326]"
75000,3,"[0.99899,0.99848,1.00000,0.95597,0.93961]"
76500,3,"[0.99396,1.00000,1.00000,0.96204,0.95118]"
78000,3,"[0.99849,1.00000,1.00000,0.95749,0.90086]"
79500,3,"[0.99899,1.00000,1.00000,0.96407,0.95219]"
81000,3,"[0.99950,1.00000,1.00000,0.97318,0.97131]"
82500,3,"[0.99899,1.00000,1.00000,0.97115,0.94011]"
84000,3,"[0.99799,0.99949,1.00000,0.95951,0.96276]"
85500,3,"[0.99799,1.00000,0.99949,0.98077,0.97282]"
87000,3,"[0.99899,1.00000,1.00000,0.96306,0.96125]"
88500,3,"[0.99799,0.99949,1.00000,0.97874,0.96175]"
90000,3,"[0.99899,1.00000,1.00000,0.96964,0.97282]"
91500,3,"[1.00000,0.99899,1.00000,0.98431,0.97383]"
93000,3,"[1.00000,1.00000,1.00000,0.98330,0.98490]"
94500,3,"[0.99950,1.00000,1.00000,0.97824,0.97534]"
96000,3,"[0.99950,1.00000,1.00000,0.95749,0.94414]"
97500,3,"[0.99950,1.00000,1.00000,0.98482,0.97433]"
99000,3,"[0.99899,0.99949,0.99899,0.97976,0.97836]"
100500,3,"[1.00000,1.00000,1.00000,0.98887,0.97182]"
