passo,acao,concat
0,1,"[0.01366,0.36456,0.37575,0.03335,0.03281]"
1500,1,"[0.51037,0.57519,0.62072,0.21930,0.19283]"
3000,3,"[0.60142,0.58127,0.61871,0.26124,0.25290]"
4500,0,"[0.53718,0.57620,0.57545,0.33401,0.32559]"
6000,2,"[0.67931,0.62532,0.68410,0.34007,0.34377]"
7500,0,"[0.63278,0.64304,0.67304,0.35270,0.31651]"
9000,1,"[0.75367,0.76658,0.77616,0.33249,0.34679]"
10500,3,"[0.98432,0.90734,0.94869,0.34462,0.33670]"
12000,0,"[0.98735,0.97468,0.97887,0.34159,0.35134]"
13500,3,"[1.00000,0.99949,1.00000,0.34209,0.32004]"
15000,4,"[0.99899,0.95392,0.99245,0.33957,0.33317]"
16500,3,"[1.00000,1.00000,1.00000,0.33754,0.33518]"
18000,2,"[1.00000,1.00000,1.00000,0.33754,0.35538]"
19500,4,"[1.00000,1.00000,1.00000,0.34411,0.32509]"
21000,4,"[1.00000,0.98987,0.99950,0.32542,0.32307]"
22500,1,"[1.00000,1.00000,1.00000,0.35119,0.33266]"
24000,1,"[1.00000,1.00000,1.00000,0.34664,0.34982]"
25500,0,"[0.98483,0.99696,0.99950,0.33653,0.34074]"
27000,4,"[1.00000,1.00000,1.00000,0.35220,0.32913]"
28500,1,"[1.00000,1.00000,1.00000,0.35927,0.37002]"
30000,2,"[1.00000,1.00000,1.00000,0.31177,0.37304]"
31500,0,"[1.00000,0.99899,1.00000,0.34765,0.53357]"
33000,3,"[1.00000,1.00000,1.00000,0.34512,0.56840]"
34500,3,"[0.99747,0.99291,1.00000,0.36685,0.57446]"
36000,0,"[1.00000,0.99949,1.00000,0.44214,0.67188]"
37500,3,"[1.00000,1.00000,1.00000,0.45680,0.67340]"
39000,4,"[1.00000,1.00000,1.00000,0.43456,0.66381]"
40500,0,"[0.99747,0.99949,1.00000,0.54017,0.77839]"
42000,4,"[1.00000,1.00000,0.99899,0.50227,0.75416]"
43500,3,"[1.00000,1.00000,0.99950,0.53512,0.80464]"
45000,2,"[0.99899,1.00000,0.99950,0.57959,0.82433]"
46500,4,"[1.00000,1.00000,1.00000,0.55331,0.80313]"
48000,1,"[1.00000,1.00000,1.00000,0.59576,0.83291]"
49500,3,"[1.00000,0.99848,1.00000,0.61849,0.85462]"
51000,4,"[1.00000,0.99899,1.00000,0.61496,0.82383]"
52500,2,"[1.00000,1.00000,1.00000,0.64881,0.87733]"
54000,3,"[0.99949,0.99949,1.00000,0.66145,0.86371]"
55500,4,"[1.00000,0.99949,0.99950,0.63163,0.84250]"
57000,4,"[1.00000,1.00000,1.00000,0.63264,0.83847]"
58500,4,"[1.00000,1.00000,0.99950,0.62456,0.83493]"
60000,2,"[1.00000,1.00000,1.00000,0.65993,0.88440]"
61500,0,"[1.00000,0.99291,1.00000,0.73017,0.89500]"
63000,0,"[0.99949,1.00000,1.00000,0.75897,0.90156]"
64500,0,"[1.00000,1.00000,0.99950,0.76352,0.91116]"
66000,3,"[1.00000,1.00000,1.00000,0.74785,0.90712]"
67500,2,"[1.00000,1.00000,1.00000,0.76200,0.90762]"
69000,1,"[1.00000,1.00000,1.00000,0.77059,0.91570]"
70500,1,"[1.00000,1.00000,1.00000,0.77059,0.92529]"
72000,3,"[1.00000,1.00000,1.00000,0.79788,0.91418]"
73500,3,"[0.99949,0.99949,1.00000,0.75846,0.90863]"
75000,2,"[1.00000,1.00000,1.00000,0.79636,0.91418]"
76500,0,"[0.99949,0.99899,1.00000,0.80445,0.92680]"
78000,2,"[1.00000,1.00000,1.00000,0.81203,0.92983]"
79500,4,"[1.00000,1.00000,1.00000,0.79282,0.91166]"
81000,0,"[1.00000,1.00000,1.00000,0.81556,0.92882]"
82500,4,"[1.00000,1.00000,1.00000,0.80596,0.92479]"
84000,3,"[1.00000,1.00000,1.00000,0.80091,0.93084]"
85500,3,"[1.00000,0.99949,1.00000,0.77312,0.91267]"
87000,1,"[0.99949,0.99949,1.00000,0.81961,0.93488]"
88500,3,"[1.00000,1.00000,1.00000,0.80040,0.92832]"
90000,0,"[1.00000,1.00000,1.00000,0.82415,0.94599]"
91500,1,"[1.00000,1.00000,1.00000,0.82466,0.94397]"
93000,4,"[1.00000,0.99949,1.00000,0.81253,0.92327]"
94500,4,"[1.00000,0.99899,1.00000,0.76099,0.89854]"
96000,2,"[1.00000,1.00000,1.00000,0.80293,0.92983]"
97500,2,"[1.00000,1.00000,1.00000,0.81354,0.94548]"
99000,0,"[1.00000,0.99949,1.00000,0.85043,0.95659]"
100500,1,"[1.00000,1.00000,1.00000,0.86003,0.94346]"
