passo,acao,concat
0,1,"[0.13903,0.01665,0.01671,0.11010,0.11486]"
1500,1,"[0.50152,0.60091,0.58886,0.19697,0.17632]"
3000,1,"[0.50607,0.59586,0.60557,0.28990,0.29421]"
4500,1,"[0.51416,0.58577,0.59291,0.31414,0.29723]"
6000,3,"[0.56471,0.71140,0.69722,0.34343,0.33048]"
7500,1,"[0.55308,0.74773,0.74987,0.33030,0.33753]"
9000,1,"[0.60718,0.86781,0.84405,0.33838,0.32695]"
10500,2,"[0.74874,0.99445,0.99241,0.34192,0.32443]"
12000,2,"[0.94793,0.99697,0.99848,0.35101,0.34055]"
13500,1,"[0.99899,0.99950,0.99899,0.33182,0.34962]"
15000,4,"[0.99949,0.99950,1.00000,0.33737,0.32191]"
16500,0,"[0.99798,0.96115,0.92304,0.35000,0.34207]"
18000,3,"[1.00000,1.00000,1.00000,0.34394,0.34710]"
19500,4,"[1.00000,1.00000,1.00000,0.34899,0.33854]"
21000,1,"[1.00000,1.00000,1.00000,0.33838,0.33602]"
22500,1,"[0.99949,1.00000,1.00000,0.34798,0.35013]"
24000,1,"[1.00000,1.00000,1.00000,0.32323,0.39043]"
25500,0,"[0.99949,0.99950,0.99949,0.34495,0.41814]"
27000,0,"[0.99848,0.99849,0.99544,0.35202,0.48363]"
28500,1,"[1.00000,0.99546,0.99291,0.34697,0.51637]"
30000,3,"[1.00000,1.00000,1.00000,0.34495,0.57078]"
31500,2,"[0.99949,0.99950,1.00000,0.37828,0.61360]"
33000,3,"[1.00000,1.00000,1.00000,0.41364,0.63728]"
34500,0,"[0.99747,1.00000,0.99949,0.49192,0.70378]"
36000,0,"[0.99848,1.00000,0.99848,0.51162,0.73955]"
37500,2,"[0.99899,0.99950,1.00000,0.53990,0.74710]"
39000,1,"[0.99949,1.00000,1.00000,0.57980,0.78892]"
40500,2,"[0.99798,1.00000,0.99949,0.53788,0.79244]"
42000,0,"[0.99949,0.99596,1.00000,0.64697,0.83476]"
43500,1,"[1.00000,0.99950,0.99899,0.66364,0.84282]"
45000,3,"[0.99949,1.00000,1.00000,0.66768,0.83476]"
46500,1,"[1.00000,0.99950,1.00000,0.68283,0.85491]"
48000,4,"[1.00000,0.99950,1.00000,0.65455,0.80957]"
49500,1,"[1.00000,1.00000,1.00000,0.70152,0.85743]"
51000,1,"[1.00000,0.99950,1.00000,0.70455,0.86297]"
52500,2,"[1.00000,1.00000,0.99595,0.71818,0.85642]"
54000,0,"[1.00000,1.00000,1.00000,0.72273,0.89521]"
55500,3,"[1.00000,1.00000,1.00000,0.71616,0.87456]"
57000,0,"[1.00000,1.00000,1.00000,0.75859,0.91033]"
58500,0,"[0.99949,1.00000,0.99646,0.77828,0.89471]"
60000,1,"[1.00000,1.00000,1.00000,0.77172,0.90630]"
61500,2,"[1.00000,1.00000,1.00000,0.76667,0.89572]"
63000,0,"[0.99949,1.00000,0.99949,0.80202,0.90428]"
64500,2,"[1.00000,0.99899,0.99899,0.75909,0.90025]"
66000,2,"[0.99949,1.00000,1.00000,0.79394,0.89723]"
67500,2,"[1.00000,1.00000,1.00000,0.77778,0.91134]"
69000,3,"[1.00000,0.99950,1.00000,0.77424,0.89572]"
70500,0,"[0.99949,0.99899,0.99949,0.81869,0.93048]"
72000,1,"[1.00000,0.99849,1.00000,0.81414,0.91486]"
73500,4,"[1.00000,1.00000,1.00000,0.78485,0.90025]"
75000,2,"[1.00000,1.00000,1.00000,0.79798,0.90831]"
76500,1,"[1.00000,1.00000,1.00000,0.81616,0.91889]"
78000,1,"[1.00000,1.00000,1.00000,0.82980,0.92443]"
79500,3,"[1.00000,1.00000,1.00000,0.83990,0.91335]"
81000,4,"[1.00000,1.00000,1.00000,0.79545,0.90176]"
82500,3,"[1.00000,1.00000,1.00000,0.81061,0.89572]"
84000,2,"[1.00000,1.00000,1.00000,0.81616,0.93602]"
85500,2,"[1.00000,1.00000,1.00000,0.82778,0.92594]"
87000,3,"[0.99848,1.00000,1.00000,0.82071,0.92897]"
88500,0,"[1.00000,1.00000,1.00000,0.85455,0.93854]"
90000,0,"[1.00000,1.00000,1.00000,0.85303,0.94408]"
91500,1,"[1.00000,1.00000,1.00000,0.85909,0.94358]"
93000,4,"[1.00000,1.00000,1.00000,0.84242,0.92997]"
94500,1,"[1.00000,1.00000,1.00000,0.85051,0.93904]"
96000,4,"[1.00000,1.00000,1.00000,0.83737,0.93199]"
97500,2,"[1.00000,1.00000,1.00000,0.83232,0.93199]"
99000,2,"[1.00000,1.00000,1.00000,0.83283,0.94307]"
100500,0,"[1.00000,1.00000,1.00000,0.86465,0.94156]"
