passo,acao,concat
0,2,"[0.23061,0.26305,0.15116,0.07996,0.05385]"
1500,2,"[0.50604,0.53523,0.48736,0.27682,0.27932]"
3000,2,"[0.52870,0.64977,0.62791,0.30466,0.33166]"
4500,2,"[0.60725,0.66194,0.66178,0.32085,0.30951]"
6000,2,"[0.60272,0.66295,0.66229,0.31225,0.33015]"
7500,2,"[0.58560,0.67511,0.66582,0.32642,0.34071]"
9000,2,"[0.65962,0.70552,0.69464,0.31883,0.35632]"
10500,2,"[0.65307,0.70857,0.72245,0.34615,0.37947]"
12000,2,"[0.67120,0.76381,0.75733,0.35779,0.39960]"
13500,2,"[0.67120,0.78915,0.78868,0.39322,0.42375]"
15000,2,"[0.68530,0.79524,0.79373,0.38563,0.43181]"
16500,2,"[0.68832,0.80132,0.80738,0.40638,0.50629]"
18000,2,"[0.69285,0.86721,0.87361,0.46711,0.57323]"
19500,2,"[0.70292,0.94171,0.96259,0.53391,0.65828]"
21000,2,"[0.75227,0.98277,0.98938,0.60020,0.72018]"
22500,2,"[0.82276,0.99138,0.99242,0.67966,0.79265]"
24000,2,"[0.90131,0.99088,0.99141,0.71609,0.80473]"
25500,2,"[0.95569,0.99138,0.98989,0.78087,0.81782]"
27000,2,"[0.98036,0.99595,0.99343,0.82085,0.84046]"
28500,2,"[0.96526,0.99899,0.99646,0.83553,0.86865]"
30000,2,"[0.99245,0.99645,0.99949,0.85628,0.90186]"
31500,2,"[0.93051,0.98632,0.99494,0.88107,0.87519]"
33000,2,"[0.98943,1.00000,0.99747,0.90891,0.87871]"
34500,2,"[0.99094,0.99544,0.99899,0.91802,0.88576]"
36000,2,"[0.99043,0.99747,0.99798,0.93320,0.93558]"
37500,2,"[0.98238,0.99645,1.00000,0.94383,0.93357]"
39000,2,"[0.99698,0.99949,1.00000,0.95749,0.94414]"
40500,2,"[0.99597,0.99899,1.00000,0.96306,0.95169]"
42000,2,"[0.99849,0.99949,0.99949,0.96964,0.95974]"
43500,2,"[0.99899,1.00000,1.00000,0.96407,0.95773]"
45000,2,"[0.99698,1.00000,0.99949,0.96356,0.95219]"
46500,2,"[0.99496,0.99949,0.99747,0.97166,0.96779]"
48000,2,"[0.99849,0.99949,0.99848,0.98330,0.97232]"
49500,2,"[0.99748,1.00000,1.00000,0.98735,0.97433]"
51000,2,"[0.99899,0.99747,0.99848,0.97672,0.96527]"
52500,2,"[1.00000,1.00000,1.00000,0.97166,0.98641]"
54000,2,"[0.99849,1.00000,0.99949,0.97267,0.98239]"
55500,2,"[0.99849,0.99899,0.99899,0.98634,0.98037]"
57000,2,"[0.99748,1.00000,1.00000,0.98785,0.98691]"
58500,2,"[0.99950,0.99899,0.99949,0.99038,0.98289]"
60000,2,"[0.99799,1.00000,0.99949,0.98532,0.98289]"
61500,2,"[0.99950,1.00000,1.00000,0.99190,0.99195]"
63000,2,"[0.99849,0.99949,1.00000,0.97874,0.98842]"
64500,2,"[0.99345,1.00000,0.99899,0.96660,0.97735]"
66000,2,"[0.99899,0.99848,1.00000,0.98937,0.98742]"
67500,2,"[0.99899,1.00000,1.00000,0.99443,0.99446]"
69000,2,"[0.99899,0.99949,0.99798,0.99393,0.98188]"
70500,2,"[0.99698,1.00000,0.99949,0.99241,0.97484]"
72000,2,"[0.99950,0.99949,1.00000,0.99140,0.99044]"
73500,2,"[0.99899,0.99949,1.00000,0.99140,0.99195]"
75000,2,"[0.99899,1.00000,1.00000,0.99646,0.99094]"
76500,2,"[0.99899,1.00000,1.00000,0.98128,0.97282]"
78000,2,"[0.99748,0.99899,1.00000,0.99393,0.98893]"
79500,2,"[0.99799,0.99949,1.00000,0.98532,0.98792]"
81000,2,"[1.00000,1.00000,0.99949,0.99595,0.99144]"
82500,2,"[0.99597,1.00000,1.00000,0.99190,0.98943]"
84000,2,"[0.99547,0.99949,0.99949,0.99190,0.99094]"
85500,2,"[0.99597,0.99848,0.99899,0.99443,0.98440]"
87000,2,"[0.99849,1.00000,1.00000,0.99747,0.99547]"
88500,2,"[1.00000,0.99949,1.00000,0.99393,0.98943]"
90000,2,"[0.99748,1.00000,0.99949,0.98937,0.98390]"
91500,2,"[0.99648,0.99848,0.99949,0.99443,0.99396]"
93000,2,"[1.00000,1.00000,1.00000,0.99494,0.99295]"
94500,2,"[0.99849,0.99949,1.00000,0.99696,0.99547]"
96000,2,"[0.99950,0.99899,1.00000,0.99190,0.99144]"
97500,2,"[1.00000,1.00000,1.00000,0.99848,0.99899]"
99000,2,"[0.99899,1.00000,1.00000,0.99798,0.99748]"
100500,2,"[0.99597,1.00000,1.00000,0.99291,0.98490]"
