passo,acao,concat
0,4,"[0.19123,0.08529,0.08145,0.07309,0.07116]"
1500,4,"[0.51885,0.58298,0.60430,0.18716,0.18522]"
3000,3,"[0.52138,0.57995,0.60412,0.29278,0.29137]"
4500,4,"[0.51060,0.61757,0.63624,0.31553,0.32049]"
6000,3,"[0.53753,0.59990,0.63724,0.33946,0.32940]"
7500,0,"[0.52794,0.62697,0.62845,0.33845,0.33901]"
9000,2,"[0.66343,0.76472,0.77765,0.33625,0.32385]"
10500,0,"[0.63953,0.78068,0.78780,0.33877,0.33547]"
12000,3,"[0.66729,0.82250,0.84185,0.34854,0.34622]"
13500,1,"[0.90922,0.99345,0.99562,0.34014,0.32873]"
15000,3,"[0.93499,0.99210,0.99292,0.33793,0.33866]"
16500,2,"[0.99916,0.99865,1.00000,0.33102,0.32484]"
18000,4,"[0.96953,0.99529,0.98970,0.33407,0.32081]"
19500,2,"[0.99899,0.99975,0.99924,0.33898,0.32541]"
21000,1,"[0.98914,0.99874,0.99747,0.33089,0.33249]"
22500,3,"[0.99478,0.99815,0.99966,0.34652,0.33227]"
24000,2,"[1.00000,1.00000,1.00000,0.34670,0.33430]"
25500,2,"[1.00000,0.99983,1.00000,0.33609,0.31831]"
27000,0,"[0.91902,0.99899,0.99966,0.33794,0.33111]"
28500,4,"[1.00000,0.99950,1.00000,0.35091,0.34842]"
30000,2,"[1.00000,0.99983,1.00000,0.33845,0.35010]"
31500,3,"[0.99983,0.99966,0.99781,0.33624,0.34760]"
33000,0,"[0.99949,0.99664,0.99983,0.35474,0.38562]"
34500,0,"[0.99933,0.98690,0.99730,0.37275,0.43741]"
36000,1,"[1.00000,0.99916,0.99983,0.37376,0.40311]"
37500,4,"[1.00000,0.99983,1.00000,0.39731,0.46787]"
39000,1,"[1.00000,1.00000,1.00000,0.40659,0.46266]"
40500,4,"[0.99983,0.99983,1.00000,0.42054,0.51496]"
42000,0,"[0.99832,0.99950,0.99916,0.48318,0.59671]"
43500,2,"[1.00000,1.00000,1.00000,0.45388,0.56711]"
45000,2,"[0.99983,1.00000,1.00000,0.47462,0.58225]"
46500,4,"[1.00000,0.99899,0.99966,0.50596,0.63876]"
48000,2,"[1.00000,1.00000,0.99949,0.51590,0.62380]"
49500,1,"[1.00000,0.99983,1.00000,0.50984,0.62008]"
51000,2,"[1.00000,0.99966,1.00000,0.51322,0.61135]"
52500,2,"[1.00000,1.00000,1.00000,0.53730,0.64214]"
54000,4,"[1.00000,1.00000,1.00000,0.58010,0.68737]"
55500,1,"[1.00000,1.00000,1.00000,0.58922,0.68722]"
57000,0,"[0.99798,0.99916,0.99932,0.66165,0.76680]"
58500,3,"[0.99966,0.99966,0.99983,0.70039,0.81964]"
60000,0,"[0.99933,0.99966,0.99916,0.73612,0.84268]"
61500,1,"[1.00000,1.00000,1.00000,0.72651,0.81578]"
63000,4,"[0.99966,0.99983,1.00000,0.74234,0.83243]"
64500,2,"[1.00000,0.99983,0.99983,0.73158,0.82065]"
66000,4,"[1.00000,1.00000,1.00000,0.76882,0.85246]"
67500,2,"[1.00000,1.00000,0.99983,0.75214,0.82518]"
69000,0,"[1.00000,0.99950,1.00000,0.78852,0.87516]"
70500,4,"[1.00000,1.00000,1.00000,0.80639,0.87583]"
72000,3,"[0.99949,1.00000,1.00000,0.81464,0.87668]"
73500,3,"[1.00000,0.99983,1.00000,0.81902,0.88004]"
75000,1,"[0.99983,1.00000,1.00000,0.79171,0.87736]"
76500,1,"[0.99983,1.00000,1.00000,0.78345,0.85297]"
78000,2,"[1.00000,0.99966,1.00000,0.77134,0.84353]"
79500,2,"[1.00000,1.00000,1.00000,0.77977,0.84286]"
81000,1,"[0.99966,1.00000,1.00000,0.75500,0.83765]"
82500,2,"[1.00000,1.00000,1.00000,0.77101,0.84452]"
84000,1,"[1.00000,1.00000,1.00000,0.76124,0.84388]"
85500,0,"[0.99983,1.00000,1.00000,0.83924,0.90057]"
87000,0,"[0.99983,0.99983,1.00000,0.84935,0.91235]"
88500,3,"[1.00000,1.00000,1.00000,0.85155,0.91891]"
90000,1,"[0.99949,1.00000,0.99949,0.82425,0.89063]"
91500,3,"[1.00000,1.00000,0.99966,0.85405,0.91202]"
93000,4,"[1.00000,1.00000,1.00000,0.85996,0.91286]"
94500,0,"[1.00000,0.99966,0.99932,0.86754,0.92312]"
96000,0,"[1.00000,1.00000,0.99983,0.87664,0.93507]"
97500,2,"[0.99966,1.00000,1.00000,0.85829,0.91471]"
99000,4,"[1.00000,0.99983,1.00000,0.87396,0.91672]"
100500,1,"[0.99983,1.00000,1.00000,0.84209,0.90308]"
